ID,Dag,Maand,Jaar,Tijd,Plaats,Buurt,Straat,Poging,Opgelost
2011000116-1,1,1,2011,1,ROTTERDAM,7-KOP VAN ZUID,VEEMSTRAAT,N,J
2011000127-1,1,1,2011,1,ROTTERDAM,0-BEVERWAARD,RIJSENBURGSTRAAT,N,N
2011000362-1,1,1,2011,2,VLAARDINGEN,1-CENTRUM,HOOGSTRAAT,N,N
2011000739-1,1,1,2011,1,VLAARDINGEN,2-HAVENGEBIED,KON WILHELMINAHAVEN ZZ,N,J
2011000766-1,1,1,2011,5,ROTTERDAM,4-NIEUWE WESTEN,DUYSTSTRAAT,N,N
2011000820-1,1,1,2011,19,ROTTERDAM,4-LISKWARTIER,WILLEBRORDUSSTRAAT,N,N
2011002339-1,1,1,2011,24,ROTTERDAM,1-TARWEWIJK,MAASHAVEN ZZ,N,N
2011000997-1,2,1,2011,3,ROTTERDAM,1-OUDE WESTEN,ADRIANASTRAAT,N,J
2011001493-1,2,1,2011,22,ROTTERDAM,0-SCHIEBROEK,MELANCHTONWEG,J,N
2011002035-1,2,1,2011,22,ROTTERDAM,4-OUD CHARLOIS,SCHILPEROORTSTRAAT,N,N
2011002166-1,2,1,2011,18,ROTTERDAM,1-BLOEMHOF,GROENE HILLEDIJK,N,N
2011002304-1,2,1,2011,22,ROTTERDAM,1-TARWEWIJK,GEERVLIETSTRAAT,N,N
2011011408-1,2,1,2011,19,ROTTERDAM,3-C.S. KWARTIER,STATIONSPLEIN,N,N
2011002204-1,3,1,2011,14,ROTTERDAM,1-OUDE WESTEN,EENDRACHTSPLEIN,N,N
2011003392-1,4,1,2011,14,ROTTERDAM,0-STADSDRIEHOEK,BINNENROTTE,N,N
2011003544-1,4,1,2011,17,ROTTERDAM,4-NIEUWE WESTEN,HEEMRAADSSINGEL,N,N
2011004542-1,5,1,2011,14,ROTTERDAM,2-KRALINGEN OOST,AVENUE CONCORDIA,N,N
2011004761-1,5,1,2011,20,BARENDRECHT,1-NOORD,VRIJENBURGPARK,N,J
2011015047-1,5,1,2011,9,BARENDRECHT,1-NOORD,KWIKSTAART,N,N
2011018298-1,5,1,2011,20,ROTTERDAM,4-NIEUWE WESTEN,COOLHAVEN,N,N
2011018430-1,5,1,2011,20,ROTTERDAM,4-NIEUWE WESTEN,COOLHAVEN,N,N
2011005410-1,6,1,2011,10,ROTTERDAM,6-ZUIDPLEIN,ZUIDPLEIN HOOG,N,N
2011005797-1,6,1,2011,17,ROTTERDAM,7-PENDRECHT,SLINGE,N,N
2011051576-1,6,1,2011,7,SCHIEDAM,6-NIEUWLAND-OOST,NIEUWE DAMLAAN,N,J
2011007020-1,7,1,2011,18,ROTTERDAM,1-OUDE WESTEN,DIERGAARDESINGEL,N,N
2011009566-1,7,1,2011,17,ROTTERDAM,3-C.S. KWARTIER,STATIONSPLEIN,N,N
2011008322-1,8,1,2011,19,ROTTERDAM,3-OMMOORD,BINNENHOF,N,J
2011008506-1,8,1,2011,17,ROTTERDAM,3-ZUIDWIJK,SLINGE,N,N
2011009222-1,8,1,2011,24,ROTTERDAM,2-HOOGVLIET NOORD,AVELING,N,J
2011008580-2,9,1,2011,16,CAPELLE AAN DEN IJSSEL,1-EILANDENBUURT,AMIRANTEN,N,J
2011008586-1,9,1,2011,19,ROTTERDAM,1-HILLEGERSBERG ZUID,KLEIWEG,N,N
2011008597-1,9,1,2011,19,ROTTERDAM,6-AFRIKAANDERWIJK,DE LA REYSTRAAT,N,N
2011008702-1,10,1,2011,1,ROTTERDAM,7-OUD MATHENESSE,FRANSELAAN,N,J
2011009070-1,10,1,2011,11,ROTTERDAM,9-GROOT IJSSELMONDE,GRIENDERWAARD,N,J
2011009687-1,10,1,2011,19,ROTTERDAM,6-ZUIDPLEIN,ZUIDPLEIN,N,J
2011009793-1,10,1,2011,19,ROTTERDAM,4-RUBROEK,VONDELWEG,N,N
2011011257-1,10,1,2011,16,CAPELLE AAN DEN IJSSEL,6-BUURTSCHAP LIJSTERSINGE,MEEUWENSINGEL,N,N
2011009834-1,11,1,2011,24,ROTTERDAM,7-OUD MATHENESSE,BELGISCHESTRAAT,N,J
2011010824-1,11,1,2011,17,ROTTERDAM,1-TARWEWIJK,GAESBEEKSTRAAT,N,N
2011010873-1,11,1,2011,19,ROTTERDAM,6-AFRIKAANDERWIJK,CHRISTIAAN DE WETSTRAAT,N,J
2011010952-1,11,1,2011,19,BARENDRECHT,1-VRIJENBURG,AVENUE CARRE,N,N
2011011688-1,12,1,2011,12,ROTTERDAM,0-VREEWIJK,PAASWEIDE,N,N
2011012168-1,13,1,2011,2,ROTTERDAM,2-COOL,KROMME ELLEBOOG,N,J
2011013206-1,13,1,2011,14,ROTTERDAM,4-OUD CHARLOIS,HUISMANSTRAAT,N,N
2011013328-1,13,1,2011,20,ROTTERDAM,4-LISKWARTIER,ACKERSDIJKSTRAAT,N,J
2011013919-1,13,1,2011,18,ROTTERDAM,5-OUDE NOORDEN,NOORDSINGEL,N,N
2011014196-1,13,1,2011,23,ROTTERDAM,5-MIDDELLAND,CLAES DE VRIESELAAN,N,N
2011014452-1,13,1,2011,14,ROTTERDAM,4-LOMBARDIJEN,OGIERSSINGEL,J,N
2011028144-1,13,1,2011,22,SCHIEDAM,6-NIEUWLAND-WEST,DR. WIBAUTPLEIN,N,N
2011014487-1,14,1,2011,18,ROTTERDAM,3-SPANGEN,SPAANSEBOCHT,N,N
2011014544-1,14,1,2011,19,ROTTERDAM,7-OUD MATHENESSE,SPAANSEBOCHT,N,N
2011014579-1,14,1,2011,20,ROTTERDAM,6-OVERSCHIE,SAENREDAMPLEIN,N,J
2011014624-1,14,1,2011,19,SPIJKENISSE,2-HOOGWERF-NOORD,LELIESTRAAT,N,N
2011014748-1,14,1,2011,22,SPIJKENISSE,0-DREVEN,POSTELEINDREEF,N,J
2011014963-1,14,1,2011,22,ROTTERDAM,9-ZONDER NAAM,LODEWIJK PINCOFFSWEG,N,N
2011015087-1,14,1,2011,23,SPIJKENISSE,0-DREVEN,RAMMENASDREEF,N,N
2011015187-1,14,1,2011,20,ROTTERDAM,1-TARWEWIJK,WOLPHAERTSBOCHT,N,N
2011015219-1,14,1,2011,23,ROTTERDAM,0-STADSDRIEHOEK,HOOGSTRAAT,N,N
2011015183-1,15,1,2011,11,ROTTERDAM,1-BOSPOLDER,BOSPOLDERPLEIN,N,J
2011015552-1,15,1,2011,22,ROTTERDAM,5-MIDDELLAND,CLAES DE VRIESELAAN,N,N
2011015922-1,15,1,2011,22,ROTTERDAM,5-MIDDELLAND,CLAES DE VRIESELAAN,N,N
2011015680-1,16,1,2011,2,ROTTERDAM,4-NIEUWE WESTEN,PUPILLENSTRAAT,N,J
2011015798-1,16,1,2011,24,ROTTERDAM,4-NIEUWE WESTEN,BURGEMEESTER MEINESZLAAN,N,N
2011015884-1,16,1,2011,3,VLAARDINGEN,1-CENTRUM,VEERPLEIN,N,J
2011017292-1,17,1,2011,12,ROTTERDAM,4-LOMBARDIJEN,SPINOZAWEG,N,N
2011017306-1,17,1,2011,17,ROTTERDAM,1-KRALINGEN WEST,GERDESIAWEG,N,N
2011017815-1,17,1,2011,23,ROTTERDAM,9-GROOT IJSSELMONDE,KREEKHUIZENLAAN,J,N
2011018578-1,17,1,2011,20,ROTTERDAM,1-TARWEWIJK,BRIELSELAAN,N,N
2011018743-1,18,1,2011,16,ROTTERDAM,0-VREEWIJK,MOTORSTRAAT,N,N
2011019029-1,18,1,2011,18,ROTTERDAM,1-TARWEWIJK,WEVERSHOEKSTRAAT,N,N
2011025924-1,18,1,2011,20,ROTTERDAM,1-BLOEMHOF,ASTERSTRAAT,J,N
2011019349-1,19,1,2011,12,ROTTERDAM,8-WITTE DORP,AAKSTRAAT,N,J
2011019818-1,19,1,2011,7,ROTTERDAM,6-PROVENIERSWIJK,SPOORSINGEL,N,N
2011020559-1,19,1,2011,20,SCHIEDAM,6-NIEUWLAND-OOST,MGR. NOLENSLAAN,N,N
2011020647-1,20,1,2011,11,BARENDRECHT,3-NOORD WEST,DORPSSTRAAT,N,N
2011020839-1,20,1,2011,16,ROTTERDAM,5-OUDE NOORDEN,2E PIJNACKERSTRAAT,N,N
2011021712-1,20,1,2011,13,ROTTERDAM,9-GROOT IJSSELMONDE,VIKINGOORD,N,J
2011104931-1,20,1,2011,10,ROTTERDAM,4-LOMBARDIJEN,OVINKSTRAAT,N,J
2011022321-1,21,1,2011,22,ROTTERDAM,0-SCHIEBROEK,KEMPERWEG,N,N
2011047439-1,21,1,2011,21,ROTTERDAM,2-COOL,MAURITSWEG,N,N
2011022382-1,22,1,2011,24,VLAARDINGEN,1-OOSTWIJK,PARKWEG,N,N
2011022392-1,22,1,2011,24,ROTTERDAM,3-C.S. KWARTIER,DELFTSESTRAAT,N,N
2011022401-1,22,1,2011,1,ROTTERDAM,3-C.S. KWARTIER,DELFTSESTRAAT,N,N
2011022733-1,22,1,2011,24,ROTTERDAM,5-MIDDELLAND,ESSENBURGSINGEL,N,N
2011023676-1,22,1,2011,15,ROTTERDAM,3-ZUIDWIJK,LAKERVELD,N,N
2011024937-1,22,1,2011,24,ROTTERDAM,3-C.S. KWARTIER,DELFTSESTRAAT,N,N
2011023487-1,23,1,2011,8,ROTTERDAM,4-RUBROEK,LINKER ROTTEKADE,N,N
2011024547-1,23,1,2011,11,BARENDRECHT,2-CENTRUM,MR. LOHMANSTRAAT,N,N
2011026872-1,23,1,2011,24,ROTTERDAM,9-DIJKZIGT,COOLHAVEN,N,N
2011024435-1,24,1,2011,11,ROTTERDAM,1-BLOEMHOF,GROOTE LINDTSTRAAT,N,J
2011024930-1,24,1,2011,15,ROTTERDAM,6-ZUIDPLEIN,ZUIDPLEIN HOOG,N,N
2011025164-1,25,1,2011,2,ROTTERDAM,3-C.S. KWARTIER,STATIONSPLEIN,N,N
2011026122-1,25,1,2011,17,ROTTERDAM,6-PROVENIERSWIJK,WALENBURGERWEG,N,N
2011026918-1,25,1,2011,21,ROTTERDAM,1-OUDE WESTEN,WEST-KRUISKADE,N,N
2011044285-1,25,1,2011,16,ROTTERDAM,1-BLOEMHOF,PUTSEBOCHT,N,N
2011026438-1,26,1,2011,6,ROTTERDAM,5-OUDE NOORDEN,ZWAANSHALS,N,J
2011027349-1,26,1,2011,19,ROTTERDAM,1-KRALINGEN WEST,NOORDEINDE,N,N
2011027428-1,26,1,2011,20,ROTTERDAM,9-HET LAGE LAND,PRINSENLAAN,N,D
2011027528-1,27,1,2011,24,ROTTERDAM,1-KRALINGEN WEST,FUIKSTRAAT,N,N
2011027565-1,27,1,2011,4,ROTTERDAM,2-COOL,COOLSINGEL,N,J
2011028642-1,27,1,2011,21,ROTTERDAM,9-HOOGVLIET ZUID,DOGGERSBANK,N,J
2011028721-1,27,1,2011,23,ROTTERDAM,9-HOOGVLIET ZUID,BEUGSTRAAT,N,J
2011029491-1,27,1,2011,20,ROTTERDAM,0-STADSDRIEHOEK,BLAAK,N,N
2011028772-1,28,1,2011,7,ROTTERDAM,6-NIEUW CROOSWIJK,KERKHOFLAAN,J,J
2011029227-1,28,1,2011,14,ROTTERDAM,1-TARWEWIJK,MILLINXSTRAAT,N,J
2011029274-1,28,1,2011,13,ROTTERDAM,4-WAALHAVEN,OPIJNENSTRAAT,J,N
2011029277-1,28,1,2011,14,ROTTERDAM,0-STADSDRIEHOEK,BINNENROTTE,N,J
2011029550-1,28,1,2011,17,VLAARDINGEN,1-WESTWIJK,HAEMSTEDEHOF,N,N
2011029842-1,28,1,2011,22,ROTTERDAM,1-TARWEWIJK,MIJNSHERENLAAN,J,N
2011030272-1,28,1,2011,12,ROTTERDAM,2-COOL,BOOMGAARDHOF,N,J
2011031971-1,28,1,2011,20,CAPELLE AAN DEN IJSSEL,2-DICHTERSBUURT,SLOTLAAN,N,N
2011030245-1,29,1,2011,9,HELLEVOETSLUIS,1-KOOISTEE KANAALZIJDE,TRAMBAANPAD,N,N
2011030341-1,29,1,2011,16,ROTTERDAM,1-BOSPOLDER,PARK 1943,N,N
2011030647-1,30,1,2011,1,ROTTERDAM,9-GROOT IJSSELMONDE,CORNELIS VAN BEVERENBRUG,N,N
2011030923-1,30,1,2011,11,ROTTERDAM,3-OMMOORD,HESSEPLAATS,N,N
2011031070-1,30,1,2011,15,VLAARDINGEN,1-CENTRUM,LIESVELD,N,J
2011031099-1,30,1,2011,15,ROTTERDAM,9-GROOT IJSSELMONDE,PALMENTUIN,N,J
2011031111-1,30,1,2011,1,ROTTERDAM,7-OOSTERFLANK,TROMSODREEF,N,J
2011031161-1,30,1,2011,18,ROTTERDAM,0-BEVERWAARD,GROENINX VAN ZOELENLAAN,J,J
2011031209-1,30,1,2011,20,ROTTERDAM,3-ZUIDWIJK,SLINGE,N,J
2011034728-1,30,1,2011,3,ROTTERDAM,7-FEIJENOORD,ORANJEBOOMSTRAAT,N,N
2011042576-1,30,1,2011,22,ROTTERDAM,4-LOMBARDIJEN,DUMASSTRAAT,N,N
2011032584-1,31,1,2011,20,VLAARDINGEN,1-OOSTWIJK,1E VAN LEYDEN GAELSTRAAT,N,N
2011032607-1,31,1,2011,22,VLAARDINGEN,3-VOGELBUURT-HOLY,SPERWERLAAN,N,N
2011033445-1,31,1,2011,18,ROTTERDAM,5-MOLENLAANKWARTIER,BURG DE VILLENEUVESINGEL,J,N
2011033986-1,31,1,2011,8,ROTTERDAM,7-OOSTERFLANK,WEEGSCHAALHOF,J,N
2011034973-1,31,1,2011,14,VLAARDINGEN,1-BABBERSPOLDER 1,MR. L.A. KESPERWEG,N,J
2011042728-1,31,1,2011,7,ROTTERDAM,0-VREEWIJK,ENK,J,N
2011034939-1,1,2,2011,18,ROTTERDAM,7-OUD CROOSWIJK,CROOSWIJKSEWEG,J,N
2011034853-1,2,2,2011,14,ROTTERDAM,8-ZUIDERPARK,KROMME ZANDWEG,N,N
2011034990-1,2,2,2011,15,ROTTERDAM,0-VREEWIJK,STREVELSWEG,N,N
2011035577-1,2,2,2011,15,ROTTERDAM,9-GROOT IJSSELMONDE,KEIZERSWAARD,N,J
2011035886-1,2,2,2011,20,SCHIEDAM,3-HET WESTEN,NIEUWE HAVEN,N,N
2011036101-1,2,2,2011,22,ROTTERDAM,4-LISKWARTIER,SCHIEBROEKSELAAN,N,J
2011036180-1,2,2,2011,1,ROTTERDAM,1-TARWEWIJK,MIJNSHERENLAAN,N,N
2011036019-1,3,2,2011,15,SCHIEDAM,7-HARGA/GROENOORD,OBRECHTSTRAAT,N,N
2011036165-1,3,2,2011,15,ROTTERDAM,8-ZUIDERPARK,AHOYWEG,N,N
2011036380-1,3,2,2011,20,ROTTERDAM,2-HILLESLUIS,HILLEVLIET,N,N
2011036438-1,3,2,2011,22,ROTTERDAM,9-HOOGVLIET ZUID,STOLPMAND,N,J
2011036451-1,3,2,2011,22,VLAARDINGEN,2-HAVENGEBIED,OOSTHAVENKADE,N,J
2011036832-1,3,2,2011,24,ROTTERDAM,2-TUSSENDIJKE,SCHIEDAMSEWEG,N,N
2011039122-1,3,2,2011,22,ROTTERDAM,9-HOOGVLIET ZUID,VLEUGEL,N,D
2011036970-1,4,2,2011,8,ROTTERDAM,9-GROOT IJSSELMONDE,BREDENOORD,N,J
2011037644-1,4,2,2011,20,ROTTERDAM,3-C.S. KWARTIER,DELFTSESTRAAT,N,J
2011037664-1,4,2,2011,22,ROTTERDAM,5-OUDE NOORDEN,BERGSTRAAT,N,N
2011037704-1,4,2,2011,23,ROTTERDAM,4-LOMBARDIJEN,DANTESTRAAT,J,N
2011038090-1,4,2,2011,14,ROTTERDAM,7-OOSTERFLANK,POOLSTERPLEIN,N,J
2011066476-1,4,2,2011,21,BARENDRECHT,0-ZEEHELDENBUURT,1E BARENDRECHTSEWEG,N,J
2011037761-1,5,2,2011,1,ROTTERDAM,6-AFRIKAANDERWIJK,PUTSELAAN,N,J
2011037941-1,5,2,2011,24,VLAARDINGEN,2-DELTAGEBIED,WESTHAVENKADE,N,J
2011038221-1,5,2,2011,1,ROTTERDAM,6-AFRIKAANDERWIJK,PUTSELAAN,J,N
2011038501-1,5,2,2011,20,ROTTERDAM,9-HOOGVLIET ZUID,WELHOEKSEDIJK,N,J
2011038570-1,5,2,2011,22,ROTTERDAM,5-OUDE NOORDEN,ZAAGMOLENKADE,J,N
2011039259-1,5,2,2011,23,ROTTERDAM,0-DELFSHAVEN,WILLEM BUYTEWECHSTRAAT,N,J
2011039265-1,5,2,2011,14,BARENDRECHT,1-NOORD,OLMENWEDE,N,N
2011040415-1,7,2,2011,18,SCHIEDAM,1-OOST,PROF KAMERLINGH ONNESLN,N,J
2011040508-1,7,2,2011,19,ROTTERDAM,4-NIEUWE WESTEN,HEEMRAADSTRAAT,N,N
2011041066-1,7,2,2011,20,ROTTERDAM,6-AFRIKAANDERWIJK,AFRIKAANDERPLEIN,N,N
2011041718-1,7,2,2011,19,ROTTERDAM,7-OOSTERFLANK,CAPELSEWEG,J,J
2011044724-1,7,2,2011,16,ROTTERDAM,9-ZONDER NAAM,VUURPLAAT,N,J
2011041140-2,8,2,2011,11,ROTTERDAM,6-ZUIDPLEIN,PLEINWEG,J,N
2011041869-1,8,2,2011,19,ROTTERDAM,9-ZONDER NAAM,ROSESTRAAT,N,N
2011041892-1,8,2,2011,20,ROTTERDAM,3-SPANGEN,SPANGESEKADE,J,N
2011042436-1,8,2,2011,18,ROTTERDAM,3-ZUIDWIJK,ASTERLO,N,J
2011048313-1,8,2,2011,7,ROTTERDAM,2-TUSSENDIJKE,VAN DUYLSTRAAT,N,N
2011048373-1,8,2,2011,7,ROTTERDAM,4-NIEUWE WESTEN,AELBRECHTSKADE,N,N
2011042096-1,9,2,2011,23,ROTTERDAM,6-ZEVENKAMP,SPINET,N,J
2011042755-1,9,2,2011,15,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARKWEG,N,N
2011043571-1,9,2,2011,11,ROTTERDAM,7-OUD MATHENESSE,SCHIEDAMSEWEG,N,N
2011043162-1,10,2,2011,1,ROTTERDAM,0-STADSDRIEHOEK,HOFPLEIN,J,J
2011044108-1,10,2,2011,15,CAPELLE AAN DEN IJSSEL,5-SCHILDERSBUURT,RUBENSSINGEL,N,N
2011044239-1,10,2,2011,12,ROTTERDAM,9-GROOT IJSSELMONDE,SPINOZAWEG,N,N
2011044468-1,10,2,2011,23,ROTTERDAM,9-HOOGVLIET ZUID,DOGGERSBANK,N,N
2011044472-1,10,2,2011,23,ROTTERDAM,9-HOOGVLIET ZUID,DOGGERSBANK,N,N
2011045308-1,10,2,2011,17,ROTTERDAM,1-KLEINPOLDER,ZIEDEWIJSTRAAT,N,N
2011045233-1,11,2,2011,3,ROTTERDAM,1-BLOEMHOF,LANGE HILLEWEG,N,N
2011045477-1,11,2,2011,16,ROTTERDAM,9-GROOT IJSSELMONDE,KRUIDENTUIN,N,J
2011045765-1,11,2,2011,17,BARENDRECHT,4-BUITENOORD,KEMPENAAR,N,N
2011046427-1,11,2,2011,23,ROTTERDAM,8-NOORDER EILAND,BURG HOFFMANPLEIN,N,N
2011047693-1,11,2,2011,21,CAPELLE AAN DEN IJSSEL,4-BERGENBUURT,BOOMBERG,N,J
2011048171-1,11,2,2011,1,ROTTERDAM,9-ZONDER NAAM,ROSESTRAAT,N,N
2011048309-1,11,2,2011,23,ROTTERDAM,9-GROOT IJSSELMONDE,BUITENDIJKTUNNEL,N,N
2011070461-1,11,2,2011,16,ROTTERDAM,2-CARNISSE,URKERSINGEL,N,N
2011046035-1,12,2,2011,24,ROTTERDAM,9-HOOGVLIET ZUID,DOGGERSBANK,N,N
2011046521-1,12,2,2011,16,ROTTERDAM,3-ZUIDWIJK,SCHOTHORST,N,N
2011046541-1,12,2,2011,20,VLAARDINGEN,1-CENTRUM,VEERPLEIN,N,J
2011046744-1,12,2,2011,22,ROTTERDAM,3-OMMOORD,BERTRAND RUSSELLPLAATS,N,J
2011046981-1,12,2,2011,22,ROTTERDAM,3-OMMOORD,BERTRAND RUSSELLPLAATS,N,J
2011047013-1,12,2,2011,21,CAPELLE AAN DEN IJSSEL,5-MOLUKKENBUURT,HITLANDBOS (RECR),N,N
2011047055-1,12,2,2011,21,CAPELLE AAN DEN IJSSEL,7-DIEPENBUURT,HOLLANDSCH DIEP,N,N
2011047197-1,12,2,2011,22,CAPELLE AAN DEN IJSSEL,5-MOLUKKENBUURT,HITLANDBOS (RECR),N,N
2011047804-1,12,2,2011,3,ROTTERDAM,2-COOL,SCHIEDAMSE VESTHOF,N,N
2011057263-1,12,2,2011,4,ROTTERDAM,2-COOL,STADHUISPLEIN,N,N
2011366359-1,12,2,2011,12,VLAARDINGEN,2-ZUIDWIJK,TUSSENPAD,N,N
2011047254-1,13,2,2011,15,SCHIEDAM,7-KETHEL/TUINDORP/BEATRIX,PARKWEG,N,N
2011048243-1,13,2,2011,5,ROTTERDAM,0-STADSDRIEHOEK,COOLSINGEL,N,J
2011048468-1,13,2,2011,19,ROTTERDAM,6-AFRIKAANDERWIJK,PUTSELAAN,N,N
2011049218-1,13,2,2011,23,ROTTERDAM,3-KRALINGSE BOS,BOSZOOM,J,N
2011048072-1,14,2,2011,10,ROTTERDAM,2-HILLESLUIS,WESTERBEEKSTRAAT,N,J
2011048446-1,14,2,2011,19,VLAARDINGEN,1-BABBERSPOLDER 1,HARGAPAD,N,N
2011051417-1,14,2,2011,20,ROTTERDAM,0-SCHIEBROEK,ERASMUSPAD,N,N
2011051530-1,14,2,2011,19,ROTTERDAM,4-OUD CHARLOIS,ARENDSWEG,N,N
2011051714-1,14,2,2011,19,ROTTERDAM,9-GROOT IJSSELMONDE,KLEIN NIEUWLAND,N,N
2011049761-1,15,2,2011,16,SPIJKENISSE,1-GAARDEN,SYLVANERGAARD,J,J
2011049766-1,15,2,2011,18,ROTTERDAM,0-STADSDRIEHOEK,MEENT,J,N
2011049937-1,15,2,2011,23,ROTTERDAM,6-ZEVENKAMP,ERROLL GARNERSTRAAT,N,J
2011050482-1,15,2,2011,21,SCHIEDAM,9-SPALAND/WOUDHOEK/PLEINE,HARREWEG,N,N
2011051775-1,15,2,2011,13,ROTTERDAM,6-AFRIKAANDERWIJK,HILLEDIJK,J,N
2011053998-1,15,2,2011,15,ROTTERDAM,6-ZUIDPLEIN,ZUIDPLEIN HOOG,N,N
2011051072-1,16,2,2011,16,VLAARDINGEN,1-OOSTWIJK,BINNENSINGEL,N,N
2011051240-1,16,2,2011,23,ROTTERDAM,9-GROOT IJSSELMONDE,VIKINGOORD,N,N
2011051266-1,16,2,2011,23,ROTTERDAM,6-PROVENIERSWIJK,VAN DER SCHELLINGSTRAAT,N,J
2011051331-1,16,2,2011,23,ROTTERDAM,6-ZEVENKAMP,TOON VAN VLIETSTRAAT,N,J
2011051740-1,16,2,2011,16,ROTTERDAM,9-HOOGVLIET ZUID,CLOESE,N,N
2011051889-1,17,2,2011,11,ROTTERDAM,0-VREEWIJK,MONTESSORIWEG,N,N
2011052160-1,17,2,2011,14,ROTTERDAM,4-OUD CHARLOIS,KAREL DE STOUTEPLEIN,N,N
2011052180-1,17,2,2011,16,ROTTERDAM,9-GROOT IJSSELMONDE,ZANDKREEK,N,J
2011052269-1,17,2,2011,18,SCHIEDAM,2-CENTRUM,WESTVEST,N,N
2011052428-1,17,2,2011,21,ROTTERDAM,4-OUD CHARLOIS,WOLPHAERTSBOCHT,N,N
2011052504-1,18,2,2011,24,ROTTERDAM,1-OUDE WESTEN,'S-GRAVENDIJKWAL,N,N
2011053139-1,18,2,2011,13,ROTTERDAM,4-LOMBARDIJEN,MAETERLINCKWEG,N,N
2011053259-1,18,2,2011,13,BARENDRECHT,1-NOORD,KOOIWALWEG,N,N
2011053599-1,18,2,2011,20,ROTTERDAM,2-COOL,LIJNBAAN,N,N
2011053646-1,18,2,2011,23,ROTTERDAM,5-AGNIESEBUURT,TEILINGERSTRAAT,N,J
2011053651-1,18,2,2011,22,ROTTERDAM,2-KRALINGEN OOST,BURGEMEESTER OUDLAAN,N,N
2011090355-1,18,2,2011,12,ROTTERDAM,7-PENDRECHT,VLISSINGENPLEIN,J,N
2011054342-1,19,2,2011,14,ROTTERDAM,2-TUSSENDIJKE,GROTE VISSERIJSTRAAT,N,N
2011054396-1,19,2,2011,17,ROTTERDAM,0-DELFSHAVEN,SCHOONDERLOOSTRAAT,N,N
2011054430-1,19,2,2011,18,ROTTERDAM,9-ZONDER NAAM,VUURPLAAT,N,N
2011054586-1,19,2,2011,22,CAPELLE AAN DEN IJSSEL,0-SCHOLLEBOS,SCHOLLEBOS,N,J
2011054592-1,19,2,2011,21,CAPELLE AAN DEN IJSSEL,0-SCHOLLEBOS,SCHOLLEBOS,J,J
2011054609-1,19,2,2011,22,CAPELLE AAN DEN IJSSEL,0-SCHOLLEBOS,SCHOLLEBOS,N,J
2011054610-1,19,2,2011,21,CAPELLE AAN DEN IJSSEL,0-SCHOLLEBOS,SCHOLLEBOS,N,J
2011054988-1,19,2,2011,22,ROTTERDAM,6-NIEUW MATHENESSE,GALVANISTRAAT,N,J
2011055136-1,19,2,2011,22,CAPELLE AAN DEN IJSSEL,0-SCHOLLEBOS,SCHOLLEBOS,N,J
2011054612-15,20,2,2011,24,SPIJKENISSE,9-BUITENGEBIED OVERIG,HEKELINGSEWEG,N,N
2011055173-1,20,2,2011,12,ROTTERDAM,9-ZONDER NAAM,VUURPLAAT,N,J
2011055720-1,20,2,2011,19,ROTTERDAM,2-HOOGVLIET NOORD,NIEUWE WETERING,N,N
2011060497-1,20,2,2011,1,ROTTERDAM,2-COOL,KRUISKADE,N,N
2011055457-1,21,2,2011,24,ROTTERDAM,2-TUSSENDIJKE,MATHENESSERDIJK,N,N
2011056303-1,21,2,2011,17,ROTTERDAM,3-ZUIDWIJK,KATENDRECHTSE LAGEDIJK,N,N
2011056408-1,21,2,2011,16,ROTTERDAM,7-OOSTERFLANK,ALEXANDRIESTRAAT,N,J
2011056428-1,21,2,2011,19,SCHIEDAM,9-SPALAND/WOUDHOEK/PLEINE,HAZEPAD,J,N
2011057287-1,21,2,2011,16,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARKWEG,N,N
2011071145-1,21,2,2011,2,ROTTERDAM,0-STADSDRIEHOEK,BOTERSLOOT,N,N
2011057700-1,22,2,2011,12,ROTTERDAM,2-CARNISSE,AMELANDSEPLEIN,N,N
2011058019-1,22,2,2011,22,ROTTERDAM,7-FEIJENOORD,ORANJEBOOMSTRAAT,N,N
2011058556-1,22,2,2011,18,ROTTERDAM,6-ZEVENKAMP,WOLLEFOPPENWEG,N,N
2011065538-1,22,2,2011,22,SPIJKENISSE,1-SCHENKEL-N.W.,IJSSELSTRAAT,N,N
2011058208-1,23,2,2011,10,ROTTERDAM,2-HILLESLUIS,SLAGHEKSTRAAT,N,N
2011058843-1,23,2,2011,20,SPIJKENISSE,2-GROENEWOUD-KOOP,BEUKENLAAN,N,N
2011059500-1,23,2,2011,20,SPIJKENISSE,2-GROENEWOUD-KOOP,BEUKENLAAN,N,N
2011059699-1,23,2,2011,20,SPIJKENISSE,2-GROENEWOUD-KOOP,BEUKENLAAN,N,N
2011063998-1,23,2,2011,12,ROTTERDAM,0-VREEWIJK,JAN LIGTHARTSTRAAT,N,J
2011059447-1,24,2,2011,7,ROTTERDAM,3-C.S. KWARTIER,WEENA,N,N
2011059789-1,24,2,2011,14,ROTTERDAM,0-VREEWIJK,GRIFT,N,J
2011059904-1,24,2,2011,18,ROTTERDAM,4-LOMBARDIJEN,PLINIUSSTRAAT,N,J
2011059992-1,24,2,2011,19,ROTTERDAM,0-VREEWIJK,GROENE HILLEDIJK,N,N
2011063938-1,24,2,2011,24,ROTTERDAM,5-OUDE NOORDEN,HOYLEDESTRAAT,N,N
