ID,Dag,Maand,Jaar,Tijd,Plaats,Buurt,Straat,Poging,Opgelost
2011197121-1,28,6,2011,1,ROTTERDAM,4-OUD CHARLOIS,ARENDSWEG,J,N
2011195365-1,29,6,2011,18,ROTTERDAM,2-HOOGVLIET NOORD,HOOGVLIETSEKERKWEG,J,J
2011195439-1,29,6,2011,18,ROTTERDAM,2-HOOGVLIET NOORD,HOOGVLIETSEKERKWEG,J,N
2011195500-1,29,6,2011,22,ROTTERDAM,1-OUDE WESTEN,BATAVIERENSTRAAT,N,N
2011195523-1,30,6,2011,24,CAPELLE AAN DEN IJSSEL,1-REDEBUURT,COEN BOTREDE,N,N
2011196622-1,30,6,2011,21,HELLEVOETSLUIS,9-KOOISTEE,KREEFT,N,J
2011196747-1,1,7,2011,24,ROTTERDAM,2-TUSSENDIJKE,GROTE VISSERIJSTRAAT,N,J
2011196790-1,1,7,2011,2,ROTTERDAM,1-BLOEMHOF,GROENE HILLEDIJK,N,N
2011197011-1,1,7,2011,9,ROTTERDAM,6-ZEVENKAMP,SCHALMEI,N,J
2011197590-1,1,7,2011,5,ROTTERDAM,5-KATENDRECHT,BREDE HILLEDIJK,N,N
2011197614-1,1,7,2011,15,ROTTERDAM,5-OUDE NOORDEN,WITTE ZWAANHOF,N,N
2011197648-1,1,7,2011,17,ROTTERDAM,7-OOSTERFLANK,NYSTADSTRAAT,N,N
2011199103-1,3,7,2011,3,ROTTERDAM,1-BLOEMHOF,STREVELSWEG,N,N
2011199838-1,4,7,2011,24,ROTTERDAM,6-AFRIKAANDERWIJK,HILLESTRAAT,N,N
2011200366-1,4,7,2011,1,VLAARDINGEN,1-CENTRUM,BAANSTRAAT,N,N
2011200714-1,4,7,2011,15,ROTTERDAM,4-NIEUWE WESTEN,VIERAMBACHTSSTRAAT,N,N
2011200974-1,4,7,2011,20,ROTTERDAM,0-BEVERWAARD,STERKENBURGSINGEL,N,N
2011201868-1,4,7,2011,18,ROTTERDAM,3-ZUIDWIJK,ESPELO,N,N
2011202703-1,4,7,2011,17,ROTTERDAM,3-ZUIDWIJK,LANGENHORST,N,N
2011203093-1,4,7,2011,15,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARKPLEIN,N,N
2011202124-1,5,7,2011,17,ROTTERDAM,1-BLOEMHOF,GROENE HILLEDIJK,N,J
2011207101-1,5,7,2011,14,ROTTERDAM,1-HILLEGERSBERG ZUID,KLEIWEG,N,N
2011203412-1,6,7,2011,19,ROTTERDAM,4-NIEUWE WESTEN,RAUWENHOFFPLEIN,N,N
2011204024-2,7,7,2011,13,RHOON,0-ZUID,KOEDOODPAD,N,N
2011204284-1,7,7,2011,15,ROTTERDAM,2-TUSSENDIJKE,SCHIEDAMSEWEG,N,N
2011204480-1,7,7,2011,20,ROTTERDAM,9-GROOT IJSSELMONDE,KROMME HAGEN,N,N
2011204593-1,7,7,2011,18,ROTTERDAM,3-ZUIDWIJK,KAPELBURG,N,N
2011205556-1,7,7,2011,23,ROTTERDAM,0-BEVERWAARD,STERKENBURGSINGEL,N,N
2011206006-1,7,7,2011,18,ROTTERDAM,3-ZUIDWIJK,KAPELBURG,N,N
2011206015-1,7,7,2011,18,ROTTERDAM,3-ZUIDWIJK,KAPELBURG,N,N
2011205691-1,8,7,2011,19,ROTTERDAM,7-PENDRECHT,GROENE KRUISWEG,N,N
2011214086-1,8,7,2011,21,VLAARDINGEN,1-OOSTWIJK,1E VAN LEYDEN GAELSTRAAT,N,N
2011365124-1,8,7,2011,20,SCHIEDAM,6-NIEUWLAND-WEST,VLAARDINGERDIJK,N,J
2011206479-1,9,7,2011,20,ROTTERDAM,6-AFRIKAANDERWIJK,MARTINUS STEIJNSTRAAT,N,J
2011206607-1,9,7,2011,23,ROTTERDAM,3-C.S. KWARTIER,WEENA,N,J
2011211460-1,9,7,2011,23,RIDDERKERK,4-RIJNSINGEL/DONCKSEBOS,RIJNSINGEL,N,N
2011209236-1,10,7,2011,23,ROTTERDAM,1-TARWEWIJK,BRIELSELAAN,N,N
2011209587-1,10,7,2011,18,ROTTERDAM,1-TARWEWIJK,DORDTSELAAN,N,N
2011209667-1,10,7,2011,17,SPIJKENISSE,5-AKKERS-CENTRUM,NOORDAKKER,N,N
2011207738-1,11,7,2011,6,ROTTERDAM,4-OUD CHARLOIS,ZUIDHOEK,N,N
2011208554-1,11,7,2011,14,ZUIDLAND,0-ZUIDLAND,KERKWEG,N,N
2011209072-1,12,7,2011,10,ROTTERDAM,7-PENDRECHT,MIDDELHARNISHOF,N,N
2011209306-1,12,7,2011,15,ROTTERDAM,1-BERGPOLDER,BERGWEG,N,N
2011209536-1,12,7,2011,16,SCHIEDAM,1-OOST,GALILEISTRAAT,N,N
2011211249-1,14,7,2011,11,VLAARDINGEN,1-HOOFDSTEDENBUURT,OSLOPAD,N,N
2011211632-1,14,7,2011,18,ROTTERDAM,4-NIEUWE WESTEN,COOLHAVEN,J,J
2011212361-1,15,7,2011,14,ROTTERDAM,2-HILLESLUIS,BEIJERLANDSELAAN,N,J
2011212842-1,15,7,2011,23,ROTTERDAM,1-BERGPOLDER,GORDELWEG,N,J
2011213075-1,15,7,2011,23,ROTTERDAM,1-BERGPOLDER,GORDELWEG,N,N
2011212961-1,16,7,2011,3,ROTTERDAM,2-TUSSENDIJKE,JAN KRUIJFFSTRAAT,N,J
2011213407-1,16,7,2011,7,ROTTERDAM,2-COOL,MAURITSWEG,N,N
2011213573-1,16,7,2011,20,SCHIEDAM,7-KETHEL/TUINDORP/BEATRIX,HOF VAN SPALAND,N,N
2011223355-2,16,7,2011,20,OUDDORP ZH,2-OUDDORP BUITEN,PORT ZELANDE,N,N
2011213949-1,17,7,2011,3,ROTTERDAM,2-COOL,STADHUISPLEIN,N,N
2011214349-1,17,7,2011,21,SCHIEDAM,6-NIEUWLAND-OOST,PARKWEG,N,N
2011219016-1,18,7,2011,8,ROTTERDAM,4-NIEUWE WESTEN,VIERAMBACHTSSTRAAT,N,N
2011215198-1,19,7,2011,1,ROTTERDAM,5-MIDDELLAND,BEUKELSDIJK,N,J
2011215285-1,19,7,2011,7,ROTTERDAM,9-GROOT IJSSELMONDE,REYERDIJK,N,J
2011215380-1,19,7,2011,7,ROTTERDAM,9-GROOT IJSSELMONDE,REYERDIJK,N,N
2011215564-1,19,7,2011,5,ROTTERDAM,6-ZUIDPLEIN,TWENTESTRAAT,N,J
2011216029-1,19,7,2011,16,ROTTERDAM,5-MIDDELLAND,MIDDELLANDPLEIN,N,J
2011216031-1,19,7,2011,6,ROTTERDAM,7-KOP VAN ZUID,WILHELMINAKADE,N,J
2011216038-1,19,7,2011,16,ROTTERDAM,1-KRALINGEN WEST,HOGE BOEZEM,N,J
2011216039-1,19,7,2011,16,ROTTERDAM,1-KRALINGEN WEST,HOGE BOEZEM,N,J
2011216049-1,19,7,2011,16,ROTTERDAM,1-KRALINGEN WEST,HOGE BOEZEM,N,J
2011216059-1,19,7,2011,2,ROTTERDAM,6-AFRIKAANDERWIJK,PAUL KRUGERSTRAAT,N,N
2011216079-1,19,7,2011,16,ROTTERDAM,1-KRALINGEN WEST,HOGE BOEZEM,N,J
2011216084-1,19,7,2011,16,ROTTERDAM,1-KRALINGEN WEST,HOGE BOEZEM,N,J
2011216425-1,19,7,2011,6,ROTTERDAM,9-GROOT IJSSELMONDE,REYERDIJK,N,J
2011219014-1,19,7,2011,23,VLAARDINGEN,1-HOOFDSTEDENBUURT,OVER DE DAMMEN,N,N
2011227852-1,19,7,2011,6,ROTTERDAM,,ZUIDERSPOORSTRAAT,,N
2011216970-1,20,7,2011,11,ROTTERDAM,9-GROOT IJSSELMONDE,KREILEROORD,N,N
2011217317-1,20,7,2011,17,ROTTERDAM,9-GROOT IJSSELMONDE,DADELTUIN,J,N
2011225735-1,20,7,2011,13,ROTTERDAM,0-VREEWIJK,VALKENIERSWEG,N,N
2011217603-1,21,7,2011,7,ROTTERDAM,7-OUD MATHENESSE,FRANSELAAN,N,J
2011218687-1,21,7,2011,23,ROTTERDAM,2-TUSSENDIJKE,NOORDSCHANS,N,N
2011219165-1,22,7,2011,14,SCHIEDAM,1-OOST,BROERSVEST,N,N
2011219393-1,22,7,2011,17,ROTTERDAM,6-ZUIDPLEIN,GOOILANDSINGEL,N,N
2012339832-1,22,7,2011,22,HELLEVOETSLUIS,1-KOOISTEE KANAALZIJDE,TRAMBAANPAD,N,N
2011220917-1,24,7,2011,22,ROTTERDAM,2-CARNISSE,URKERSINGEL,N,N
2011221746-1,25,7,2011,15,ROTTERDAM,5-MIDDELLAND,HENEGOUWERPLEIN,N,N
2011221892-1,25,7,2011,21,ROTTERDAM,3-ZUIDWIJK,MALDENBURG,N,J
2011221956-1,25,7,2011,21,ROTTERDAM,3-ZUIDWIJK,KAPELBURG,J,J
2011221995-1,26,7,2011,1,SCHIEDAM,6-OOST (GRENS NIEUWLAND),'S-GRAVELANDSEWEG,N,N
2011222015-1,26,7,2011,2,ROTTERDAM,9-HOOGVLIET ZUID,WELHOEKSEDIJK,N,N
2011223680-1,27,7,2011,10,ROTTERDAM,7-FEIJENOORD,ORANJEBOOMSTRAAT,N,N
2011223821-1,27,7,2011,19,ROTTERDAM,1-KRALINGEN WEST,MARINUS VAN DER STOEPSTR,N,N
2011224595-1,27,7,2011,11,ROTTERDAM,3-ZUIDWIJK,VAARNERKAMP,N,J
2011226487-1,29,7,2011,22,ROTTERDAM,2-CARNISSE,PLEINWEG,N,N
2011226680-1,29,7,2011,21,SCHIEDAM,9-SPALAND/WOUDHOEK/PLEINE,HAZEPAD,N,N
2011228103-1,29,7,2011,22,ROTTERDAM,1-OUDE WESTEN,NIEUWE BINNENWEG,N,N
2011227343-1,30,7,2011,17,ROTTERDAM,2-COOL,COOLSINGEL,N,N
2011238418-1,30,7,2011,22,ROTTERDAM,2-COOL,COOLSINGEL,N,N
2011227490-1,31,7,2011,15,ROTTERDAM,4-LOMBARDIJEN,MOLENVLIET,N,N
2011227559-1,31,7,2011,18,ROTTERDAM,7-PENDRECHT,GROENE KRUISWEG,N,N
2011227744-1,1,8,2011,1,ROTTERDAM,0-STADSDRIEHOEK,COOLSINGEL,N,N
2011228221-1,1,8,2011,24,ROTTERDAM,9-DIJKZIGT,ROCHUSSENSTRAAT,N,N
2011229474-1,2,8,2011,12,ROTTERDAM,5-MIDDELLAND,GRAAF FLORISSTRAAT,N,J
2011229630-1,2,8,2011,12,ROTTERDAM,9-HOOGVLIET ZUID,AVELING,N,N
2011231599-1,2,8,2011,20,ROTTERDAM,1-BOSPOLDER,ROSIER FAASSENSTRAAT,N,J
2011230666-1,3,8,2011,15,ROTTERDAM,7-OOSTERFLANK,PRINS ALEXANDERLAAN,N,J
2011231201-1,4,8,2011,8,ROTTERDAM,5-OUDE NOORDEN,VLETSTRAAT,N,J
2011231517-1,4,8,2011,13,ROTTERDAM,9-ZONDER NAAM,LODEWIJK PINCOFFSWEG,N,N
2011233434-1,4,8,2011,21,ROTTERDAM,1-KLEINPOLDER,VAN ADRICHEMWEG,N,N
2011232311-1,5,8,2011,9,SCHIEDAM,1-OOST,LORENTZLAAN,N,J
2011233056-1,5,8,2011,20,ROTTERDAM,0-STADSDRIEHOEK,COOLSINGEL,N,N
2011233812-1,5,8,2011,23,VLAARDINGEN,1-CENTRUM,GROEN VAN PRINSTERERSTR,N,J
2011233374-1,6,8,2011,5,ROTTERDAM,2-COOL,KRUISKADE,N,N
2011233952-1,6,8,2011,22,ROTTERDAM,2-BLIJDORP,SCHIEWEG,N,N
2011235421-1,6,8,2011,13,ROTTERDAM,2-TUSSENDIJKE,HARINGPAKKERSSTRAAT,N,J
2011234232-1,7,8,2011,8,ROTTERDAM,4-RUBROEK,HERMAN ROBBERSSTRAAT,N,D
2011235707-1,8,8,2011,18,ROTTERDAM,3-ZUIDWIJK,ESPELO,N,N
2011236788-1,8,8,2011,19,ROTTERDAM,5-MIDDELLAND,JAN VAN VUCHTSTRAAT,N,J
2011236556-1,9,8,2011,14,POORTUGAAL,5-CENTRUM,DORPSSTRAAT,N,J
2011236843-1,9,8,2011,20,ROTTERDAM,5-MIDDELLAND,ROCHUSSENSTRAAT,N,N
2011236864-1,9,8,2011,21,ROTTERDAM,1-KRALINGEN WEST,OOSTPLEIN,N,N
2011238189-1,9,8,2011,16,ROTTERDAM,1-KLEINPOLDER,SIDELINGEPARK (PARK),N,N
2011236963-1,10,8,2011,3,ROTTERDAM,5-MIDDELLAND,'S-GRAVENDIJKWAL,N,N
2011237349-1,10,8,2011,12,ROTTERDAM,2-CARNISSE,DORPSWEG,N,N
2011237445-1,10,8,2011,12,ROTTERDAM,5-MIDDELLAND,WITTE VAN HAEMSTEDESTR,N,J
2011237591-1,10,8,2011,16,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARKWEG,J,J
2011237670-1,10,8,2011,16,ROTTERDAM,9-ZONDER NAAM,STIELTJESSTRAAT,N,N
2011238327-1,10,8,2011,20,POORTUGAAL,1-NOORD,HOFHOEK,N,N
2011242020-1,10,8,2011,12,ROTTERDAM,0-VREEWIJK,GROENE HILLEDIJK,N,N
2011238026-1,11,8,2011,3,ROTTERDAM,1-OUDE WESTEN,WEST-KRUISKADE,N,J
2011238793-1,11,8,2011,8,ROTTERDAM,6-ZUIDPLEIN,WEVERSHOEKSTRAAT,N,N
2011239877-1,12,8,2011,18,CAPELLE AAN DEN IJSSEL,0-S-GRAVENLAND OOST,ABRAM VAN RIJCKEVORSELWG,N,J
2011241945-1,12,8,2011,21,CAPELLE AAN DEN IJSSEL,5-CAPELLE CENTRUM,CENTRUMPASSAGE,N,N
2011246052-1,12,8,2011,18,CAPELLE AAN DEN IJSSEL,1-HOEKENBUURT,ABRAM VAN RIJCKEVORSELWG,N,N
2011365756-1,12,8,2011,24,ROTTERDAM,6-PROVENIERSWIJK,HARDDRAVERSTRAAT,N,N
2011240217-1,13,8,2011,2,ROTTERDAM,4-NIEUWE WESTEN,MATHENESSERLAAN,N,N
2011240233-1,13,8,2011,3,ROTTERDAM,5-MIDDELLAND,HEEMRAADSSINGEL,N,N
2011240371-1,13,8,2011,1,ROTTERDAM,3-OMMOORD,A SCHWEITZERPLANTSOEN,N,J
2011240389-1,13,8,2011,1,ROTTERDAM,3-OMMOORD,ALBERT SCHWEITZERPLAATS,N,J
2011240577-1,13,8,2011,15,BRIELLE,2-BRIELLE BUITENRING,RIKSESTRAATJE,J,N
2011240608-1,13,8,2011,15,BRIELLE,2-BRIELLE BUITENRING,DE RIK,N,N
2011240611-1,13,8,2011,13,POORTUGAAL,1-NOORD,HOFHOEK,N,J
2011240760-1,13,8,2011,21,ROTTERDAM,2-COOL,PARKKADE,N,J
2011240816-1,13,8,2011,22,VLAARDINGEN,2-VOP,LANDSTRAAT,N,N
2011240829-1,13,8,2011,22,SPIJKENISSE,3-GROENEWOUD-NOORD 1,RUWAARD VAN PUTTENWEG,N,J
2011241433-1,13,8,2011,7,ROTTERDAM,5-AGNIESEBUURT,KATSHOEK,N,N
2011243219-1,13,8,2011,10,SCHIEDAM,1-OOST,PROF KAMERLINGH ONNESLN,N,N
2011245711-1,13,8,2011,13,POORTUGAAL,1-NOORD,HOFHOEK,J,J
2011252722-1,13,8,2011,22,VLAARDINGEN,2-VOP,LANDSTRAAT,N,N
2011240886-1,14,8,2011,24,ROTTERDAM,0-DELFSHAVEN,PIETER DE HOOCHWEG,N,J
2011241152-1,14,8,2011,6,ROTTERDAM,2-COOL,BOOMGAARDSSTRAAT,N,N
2011241355-1,14,8,2011,2,ROTTERDAM,9-DIJKZIGT,'S-GRAVENDIJKWAL,N,N
2011241674-1,14,8,2011,5,ROTTERDAM,1-PERNIS,RING,N,N
2011241624-1,15,8,2011,24,ROTTERDAM,0-STADSDRIEHOEK,OOSTPLEIN,N,N
2011242415-1,15,8,2011,15,VLAARDINGEN,3-DREVEN-EN KRUIDENBUURT,BERKENDREEF,N,N
2011242465-1,15,8,2011,18,ROTTERDAM,4-OUD CHARLOIS,WOLPHAERTSBOCHT,N,J
2011242536-1,15,8,2011,6,ROTTERDAM,0-STADSDRIEHOEK,GROENENDAAL,N,N
2011243036-1,15,8,2011,14,ROTTERDAM,6-ZEVENKAMP,SCHALMEI,N,J
2011245971-1,16,8,2011,16,ROTTERDAM,5-WIELEWAAL,WARMOLDSTRAAT,N,J
2011245749-1,17,8,2011,23,ROTTERDAM,9-GROOT IJSSELMONDE,NOORDERHAGEN,N,N
2011246995-1,17,8,2011,5,ROTTERDAM,1-KRALINGEN WEST,ROBERT BAELDESTRAAT,J,N
2011253223-1,17,8,2011,19,ROTTERDAM,2-KRALINGEN OOST,KRALINGSE PLASLAAN,N,N
2011245076-1,18,8,2011,1,ROTTERDAM,1-KRALINGEN WEST,OOSTZEEDIJK BENEDEN,N,N
2011246381-1,19,8,2011,2,ROTTERDAM,2-COOL,SCHOUWBURGPLEIN,N,N
2011247648-1,19,8,2011,15,ROTTERDAM,1-BLOEMHOF,LANGE HILLEWEG,N,N
2011248634-1,19,8,2011,22,ROTTERDAM,3-ZUIDWIJK,SLINGE,N,J
2011247533-1,20,8,2011,3,ROTTERDAM,0-STADSDRIEHOEK,SINT-JACOBSPLAATS,N,J
2011247596-1,20,8,2011,4,ROTTERDAM,4-NIEUWE WESTEN,MATHENESSERLAAN,N,N
2011249317-1,20,8,2011,21,SPIJKENISSE,5-SNOEKENVEEN,SNOEKENVEEN,N,N
2011248372-3,21,8,2011,23,SCHIEDAM,6-NIEUWLAND-OOST,PARKWEG,N,N
2011248423-1,21,8,2011,2,ROTTERDAM,3-ZUIDWIJK,KATENDRECHTSE LAGEDIJK,N,N
2011248952-1,21,8,2011,19,ROTTERDAM,4-RUBROEK,GOUDSESINGEL,N,N
2011258253-1,21,8,2011,20,ROTTERDAM,4-NIEUWE WESTEN,GERRIT JAN MULDERSTRAAT,N,N
2011249518-1,22,8,2011,11,ROTTERDAM,6-ZEVENKAMP,ZEVENKAMPSE RING,N,J
2011250059-1,22,8,2011,19,ROTTERDAM,8-PRINSENLAND,PRINS ALEXANDERLAAN,N,N
2011250898-1,22,8,2011,22,ROTTERDAM,9-HET LAGE LAND,PRINSENLAAN,J,N
2011250930-1,22,8,2011,14,ROTTERDAM,8-BLIJDORPSE POLDER,ROEL LANGERAKWEG,N,N
2011251786-1,22,8,2011,20,ROTTERDAM,3-OMMOORD,VON OSSIETZKYPAD,N,N
2011252128-1,24,8,2011,12,ROTTERDAM,9-GROOT IJSSELMONDE,BURG HAZENBERGLAAN,N,J
2011252576-1,24,8,2011,23,ROTTERDAM,1-OUDE WESTEN,WEST-KRUISKADE,N,J
2011259200-1,24,8,2011,16,ROTTERDAM,1-BLOEMHOF,SANDELINGSTRAAT,N,N
2011253138-1,25,8,2011,12,SPIJKENISSE,4-STERRENKWARTIER-ZUID,SATURNUSSTRAAT,N,N
2011253485-1,25,8,2011,15,ROTTERDAM,2-COOL,EENDRACHTSPLEIN,N,J
2011254326-1,25,8,2011,2,ROTTERDAM,5-MIDDELLAND,HEEMRAADSSINGEL,N,N
2011256652-1,25,8,2011,14,ROTTERDAM,9-GROOT IJSSELMONDE,OLYMPIAWEG,N,J
2011254642-1,26,8,2011,19,ROTTERDAM,0-VREEWIJK,MONTESSORIWEG,N,N
2011254981-1,27,8,2011,3,ROTTERDAM,6-PROVENIERSWIJK,SCHIEKADE,N,J
2011255167-1,27,8,2011,1,CAPELLE AAN DEN IJSSEL,7-DIEPENBUURT,BORNDIEP,N,D
2011256127-1,28,8,2011,24,ROTTERDAM,2-BLIJDORP,PAADJE VAN DUIZEND TREE,N,N
2011256353-1,28,8,2011,15,ROTTERDAM,9-GROOT IJSSELMONDE,HUNIADIJK,N,N
2011256504-1,28,8,2011,23,CAPELLE AAN DEN IJSSEL,3-KUNSTENAARSBUURT,RODINRADE,N,N
2011257145-1,29,8,2011,9,ROTTERDAM,4-OUD CHARLOIS,WESTDUELSTRAAT,N,N
2011257527-1,29,8,2011,18,ROTTERDAM,2-TUSSENDIJKE,ROSENER MANZSTRAAT,N,J
2011257986-1,29,8,2011,23,ROTTERDAM,0-SCHIEBROEK,ARONSKELKSTRAAT,J,N
2011260074-1,30,8,2011,16,RHOON,1-NOORD,WILLEM BARENTSZSTRAAT,N,N
2011258944-1,31,8,2011,3,ROTTERDAM,5-MIDDELLAND,NIEUWE BINNENWEG,N,N
2011259397-1,31,8,2011,10,ROTTERDAM,1-BLOEMHOF,OLEANDERPLEIN,N,N
2011259665-1,31,8,2011,13,ROTTERDAM,0-STADSDRIEHOEK,OVERBLAAK,N,N
2011259796-1,31,8,2011,18,ROTTERDAM,4-NIEUWE WESTEN,DUYSTSTRAAT,N,N
2011262004-4,31,8,2011,20,ROTTERDAM,2-TUSSENDIJKE,SCHIEDAMSEWEG,N,N
2011265284-1,1,9,2011,22,ROTTERDAM,1-BERGPOLDER,SCHIEWEG,N,N
2011284859-1,1,9,2011,12,ROTTERDAM,1-BOSPOLDER,AELBRECHTSKOLK,N,N
2011262133-1,2,9,2011,20,ROTTERDAM,9-GROOT IJSSELMONDE,ERFDIJK,N,N
2011262265-1,2,9,2011,22,ROTTERDAM,3-C.S. KWARTIER,DELFTSESTRAAT,N,N
2011262772-1,2,9,2011,21,ROTTERDAM,5-OUDE NOORDEN,WOLSTRAAT,N,N
2011262777-1,2,9,2011,21,ROTTERDAM,5-OUDE NOORDEN,WOLSTRAAT,N,N
2011262959-1,3,9,2011,20,ROTTERDAM,0-STADSDRIEHOEK,SINT-LAURENSHOF,N,N
2011262556-1,3,9,2011,2,ROTTERDAM,4-LISKWARTIER,BERGSELAAN,N,N
2011262865-1,3,9,2011,5,ROTTERDAM,3-C.S. KWARTIER,STATIONSSINGEL,N,N
2011262923-1,3,9,2011,17,ROTTERDAM,7-OOSTERFLANK,POOLSTERSTRAAT,J,J
2011267753-1,3,9,2011,11,SPIJKENISSE,5-CENTRUM-ZUID,ANDRIES V BRONCKHORSTLN,N,N
2011263942-1,4,9,2011,20,ROTTERDAM,4-OUD CHARLOIS,BOERGOENSESTRAAT,N,N
2011266501-1,4,9,2011,23,ROTTERDAM,5-OUDE NOORDEN,GORDELWEG,N,N
2011268119-1,4,9,2011,20,SPIJKENISSE,5-AKKERS-CENTRUM,HERFSTAKKER,N,N
2011264117-1,5,9,2011,23,ROTTERDAM,,GORDELWEG,N,N
2011264868-1,5,9,2011,15,ROTTERDAM,5-AGNIESEBUURT,NOORDSINGEL,N,N
2011264934-1,5,9,2011,16,ROTTERDAM,9-DIJKZIGT,MUSEUMPARK,N,J
2011265084-1,5,9,2011,21,ROTTERDAM,1-KRALINGEN WEST,HOGE BOEZEM,N,N
2011272132-1,5,9,2011,16,ROTTERDAM,6-EEMHAVEN,2E ROSESTRAAT,N,J
2011287042-1,5,9,2011,17,BERGSCHENHOEK,2-COMPONISTENBUURT,NOTARIS KRUYTSTRAAT,J,N
2011289354-1,5,9,2011,17,BERGSCHENHOEK,2-COMPONISTENBUURT,NOTARIS KRUYTSTRAAT,J,N
2011265954-1,6,9,2011,15,SPIJKENISSE,4-GROENEWOUD-NOORD 2,SCHRIJNWERKER,N,N
2011266054-1,6,9,2011,9,ROTTERDAM,8-ZUIDERPARK,ROERDOMPLAAN,J,N
2011266260-1,6,9,2011,21,ROTTERDAM,0-STADSDRIEHOEK,OOSTPLEIN,N,N
2011268914-1,6,9,2011,20,ROTTERDAM,1-BERGPOLDER,DE SAVORNIN LOHMANLAAN,N,N
2011267276-1,7,9,2011,18,CAPELLE AAN DEN IJSSEL,8-VUYKTERREIN,RIVIERWEG,N,N
2011267419-1,8,9,2011,23,ROTTERDAM,7-FEIJENOORD,STEVEN HOOGENDIJKSTRAAT,N,N
2011268380-1,8,9,2011,16,ROTTERDAM,1-KRALINGEN WEST,VLIETLAAN,N,J
2011276656-1,8,9,2011,17,ROTTERDAM,2-HILLESLUIS,BRABANTSEPLEIN,N,N
2011269487-1,9,9,2011,13,ROTTERDAM,8-PRINSENLAND,PRINS ALEXANDERLAAN,N,N
2011269613-1,9,9,2011,18,ROTTERDAM,0-STADSDRIEHOEK,GOUDSESINGEL,N,J
2011269629-1,9,9,2011,14,CAPELLE AAN DEN IJSSEL,9-KANAALWEG,KANAALWEG,N,N
2011269845-5,9,9,2011,23,ROTTERDAM,4-NIEUWE WESTEN,NIEUWE BINNENWEG,N,N
2011270002-1,10,9,2011,2,ROTTERDAM,4-NIEUWE WESTEN,HEEMRAADSSINGEL,N,J
2011270010-1,10,9,2011,24,SCHIEDAM,2-CENTRUM-ZUID,TUINLAAN,N,N
2011270468-1,10,9,2011,14,CAPELLE AAN DEN IJSSEL,4-BUURTSCHAP KETENSEDIJK,IJSSELZOOM,N,N
2011270483-1,10,9,2011,16,ROTTERDAM,7-FEIJENOORD,NASSAUSTRAAT,N,N
2011270961-1,11,9,2011,3,ROTTERDAM,2-CARNISSE,UTENHAGESTRAAT,N,N
2011271024-1,11,9,2011,7,ROTTERDAM,2-BLIJDORP,WALENBURGERPLEIN,J,J
2011271269-1,11,9,2011,3,ROTTERDAM,7-STRUISENBURG,OOSTZEEDIJK,N,N
2011271294-1,11,9,2011,1,ROTTERDAM,2-COOL,WITTE DE WITHSTRAAT,N,J
2011273733-1,11,9,2011,23,ROTTERDAM,1-OUDE WESTEN,BREITNERSTRAAT,N,N
2011272466-1,12,9,2011,15,VLAARDINGEN,3-VOGELBUURT-HOLY,KORHOENLAAN,N,J
2011273675-1,12,9,2011,21,RIDDERKERK,1-CENTRUM,KONINGSPLEIN,N,N
2011275236-1,12,9,2011,12,ROTTERDAM,9-GROOT IJSSELMONDE,KREILEROORD,N,N
2011273547-1,13,9,2011,14,ROTTERDAM,7-OUD MATHENESSE,FRANSELAAN,N,N
2011273550-1,13,9,2011,14,ROTTERDAM,0-DELFSHAVEN,HAVENSTRAAT,J,N
2011274772-1,14,9,2011,14,ROTTERDAM,1-KRALINGEN WEST,OOSTPLEIN,N,N
2011274919-1,14,9,2011,23,ROTTERDAM,6-PROVENIERSWIJK,PROVENIERSSINGEL,N,N
2011288470-1,14,9,2011,3,ROTTERDAM,2-COOL,COOLSINGEL,N,N
2011275389-1,15,9,2011,1,ROTTERDAM,4-OUD CHARLOIS,KATENDRECHTSE LAGEDIJK,N,N
2011275987-1,15,9,2011,15,RIDDERKERK,2-STAATSLIEDENBUURT,DILLENBURGPLEIN,N,N
2011276245-1,15,9,2011,23,ROTTERDAM,6-PROVENIERSWIJK,PIETER DE RAADTSTRAAT,N,N
2011276769-1,16,9,2011,2,ROTTERDAM,0-STADSDRIEHOEK,MAASBOULEVARD,N,J
2011276824-1,16,9,2011,15,ROTTERDAM,0-SCHIEBROEK,VAN BIJNKERSHOEKWEG,N,N
2011276981-1,16,9,2011,21,ROTTERDAM,0-VREEWIJK,SLINGE,N,D
2011277202-1,16,9,2011,23,BARENDRECHT,2-ZUID,PORTLANDSE BAAN,N,J
2011278225-1,16,9,2011,20,ROTTERDAM,1-KRALINGEN WEST,WETERINGSTRAAT,N,N
2011277232-1,17,9,2011,3,ROTTERDAM,5-AGNIESEBUURT,HEER BOKELWEG,N,N
2011277262-1,17,9,2011,24,RIDDERKERK,1-OMGEVING PLEIN OOST,BILDERDIJKLAAN,N,J
2011279056-1,19,9,2011,11,ROTTERDAM,2-COOL,CHURCHILLPLEIN,N,N
2011279304-1,19,9,2011,12,ROTTERDAM,2-KRALINGEN OOST,MECKLENBURGLAAN,N,N
2011279646-1,19,9,2011,17,BERGSCHENHOEK,2-COMPONISTENBUURT,DE VLASHOECK,J,J
2011279975-1,19,9,2011,18,ROTTERDAM,1-BLOEMHOF,STREVELSWEG,N,J
2011280473-1,19,9,2011,12,ROTTERDAM,2-KRALINGEN OOST,PARK ROZENBURG,J,N
