ID,Datu,m,,Dagsoort,Begintijd,Eindtijd,Plaats,District,Wijk,Buurt,Subbuurt,Straat,Postcode,Poging,Opgelost,SOGeslacht
2012249119-1,12,02,2012,ZO,14:30,15:00,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,6-6,ZAAGMOLENSTRAAT,,N,N,m
2012249269-1,12,02,2012,ZO,23:30,23:30,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,1-1,WESTDUELSTRAAT,3082RX,N,N,v
2012251033-1,12,02,2012,ZO,3:45,3:45,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,KAREL DOORMANSTRAAT,,N,N,m
2012246789-1,13,02,2012,MA,13:20,13:40,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,5-5,STATENSINGEL,3039LJ,N,N,v
2012246978-1,13,02,2012,MA,17:00,17:15,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,1-1,WEST-KRUISKADE,3014AN,N,N,v
2012246986-1,13,02,2012,MA,19:12,19:45,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,3-3,DIEPENHORST,3085WH,N,J,m
2012247314-1,13,02,2012,MA,7:40,7:40,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,3-3,GROENEZOOM,,N,N,v
2012251532-1,13,02,2012,MA,15:25,15:40,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,6-6,PLANTAGESTRAAT,,N,N,v
2012253015-1,13,02,2012,MA,13:15,13:30,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,6-6,STATENSINGEL,3039LB,N,N,m
2012247405-1,14,02,2012,DI,8:28,8:28,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,1-1,GROENE KRUISWEG,3084LM,N,N,v
2012247748-1,14,02,2012,DI,11:30,11:30,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,1-1,WEENA,3013AM,N,N,m
2012248037-1,14,02,2012,DI,14:00,14:24,RHOON,DISTRICT 10,0-ZUID,1-WEST,0-COMPONISTENBUURT,VIADUCTWEG,3161RX,N,N,m
2012248319-1,14,02,2012,DI,19:45,19:45,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,3-3,GERDESIAWEG,3061RV,N,N,v
2012248405-1,14,02,2012,DI,19:20,19:20,ROTTERDAM,DISTRICT 6,4-Apr,8-PRINSENLAND,3-3,VASARISTRAAT,3066LG,J,N,v
2012255542-1,14,02,2012,DI,15:30,16:45,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,0-0,PRINS ALEXANDERLAAN,3068PR,N,N,v
2012256535-1,14,02,2012,DI,22:30,22:30,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,7-7,BURGEMEESTER OUDLAAN,3062PA,N,N,m
2012289608-1,14,02,2012,DI,19:30,19:30,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,4-4,BROUWERSSTRAAT,3061NG,N,N,v
2012248535-1,15,02,2012,WO,2:24,2:24,ROTTERDAM,DISTRICT 9,8-Aug,7-FEIJENOORD,3-3,ORANJEBOOMSTRAAT,3071BH,N,J,m
2012249052-1,15,02,2012,WO,11:50,11:50,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,DREEF,,N,J,v
2012249379-1,15,02,2012,WO,16:15,16:15,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,STOOMTRAMWEG,3071ZH,J,N,m
2012249466-1,15,02,2012,WO,18:35,18:45,VLAARDINGEN,DISTRICT 1,1-WIJK 1,1-CENTRUM,0-CENTRUM,VLEERSTEEG,3131CG,N,N,v
2012249481-1,15,02,2012,WO,17:30,17:30,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,0-0,WEIMANSWEG,3075MN,J,N,v
2012249548-1,15,02,2012,WO,21:10,21:10,VLAARDINGEN,DISTRICT 1,1-WIJK 1,2-VOP,0-VOP,PARALLELWEG,3131DG,N,N,m
2012249558-1,15,02,2012,WO,20:45,20:45,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,2-2,JONKER FRANSSTRAAT,,N,N,v
2012250690-1,15,02,2012,WO,17:46,17:56,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,7-7,HOFDIJK,3032CG,J,N,v
2012250517-1,16,02,2012,DO,15:45,15:50,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,GROENE TUIN,,N,J,v
2012250551-1,16,02,2012,DO,15:45,15:45,MAASSLUIS,DISTRICT 1,4-WIJK 4,0-SLUISPOLDER-OOST,0-SLUISPOLDER-OOST,LAAN 1940-1945,,N,N,v
2012250687-1,16,02,2012,DO,20:15,20:15,SPIJKENISSE,DISTRICT 11,6-DE HOEK,3-DE HOEK 4,1-PC 1,TOEKANHOEK,3201PJ,N,J,m
2012250691-1,16,02,2012,DO,20:30,20:30,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,3-3,HEER BOKELWEG,3032AD,N,N,v
2012250754-1,16,02,2012,DO,19:15,19:20,RIDDERKERK,DISTRICT 9,5-WIJK E,1-OMGEVING PLEIN OOST,1-511,HUYGENSPLANTSOEN,2985XG,N,N,v
2012255655-1,16,02,2012,DO,15:30,15:30,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,2-2,BENTHEMSTRAAT,3032AA,N,N,v
2012251514-1,17,02,2012,VR,15:05,15:05,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,5-5,JAN LIGTHARTSTRAAT,,N,J,m
2012251528-1,17,02,2012,VR,15:30,15:30,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,6-6,SAFTLEVENSTRAAT,,N,J,m
2012251566-1,17,02,2012,VR,15:45,16:00,ROTTERDAM,DISTRICT 3,2-Feb,0-DELFSHAVEN,3-3,DIRCK HOFFSTRAAT,,N,N,v
2012251881-1,17,02,2012,VR,20:30,20:30,SCHIEDAM,DISTRICT 2,3-ZUID A,6-NIEUWLAND-WEST,1-NIEUWLAND-1,VLAARDINGERDIJK,3117ZS,N,J,v
2012251884-1,17,02,2012,VR,21:10,21:10,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,6-6,MEIJERSPLEIN-NOORD,,N,J,v
2012258343-1,17,02,2012,VR,15:45,15:45,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,0-0,BEUKELSDIJK,,N,N,m
2012258797-1,17,02,2012,VR,17:30,17:30,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,GERDESIAWEG,,N,N,v
2012252002-1,18,02,2012,ZA,0:45,1:00,ROTTERDAM,DISTRICT 10,7-Jul,2-CARNISSE,6-6,FLAKKEESESTRAAT,,N,J,v
2012252098-1,18,02,2012,ZA,2:08,2:08,GEERVLIET,DISTRICT 11,2-GEERVLIET,0-GEERVLIET,0-GEERVLIET,OUDE SINGEL,3211BA,N,N,m
2012252646-1,18,02,2012,ZA,19:00,19:10,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,3-3,WETERINGSTRAAT,3061PS,N,N,m
2012253067-1,18,02,2012,ZA,18:45,19:15,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,3-3,WETERINGSTRAAT,3061PS,N,J,m
2012253116-1,18,02,2012,ZA,21:30,21:45,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,9-9,OOSTMOLENWERF,3011TL,N,N,v
2012253049-1,19,02,2012,ZO,3:30,4:00,SPIJKENISSE,DISTRICT 11,0-CENTRUM,1-MOLENWEI,1-PC 1,MOLENSTRAAT,,J,N,m
2012253504-1,19,02,2012,ZO,23:30,23:30,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,6-6,KAPPEYNESTRAAT,3039PG,N,N,v
2012256438-1,19,02,2012,ZO,17:00,17:00,ROTTERDAM,DISTRICT 5,3-Mar,4-LISKWARTIER,2-2,LISPLEIN,3037AS,N,J,m
2012257010-1,19,02,2012,ZO,23:30,23:45,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,HERMAN ROBBERSSTRAAT,3031RE,N,N,m
2012254152-1,20,02,2012,MA,13:15,13:30,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,2-2,BENTHEMSTRAAT,3032AA,N,N,v
2012255437-1,20,02,2012,MA,20:55,21:10,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,GOUDSESINGEL,3031EB,N,N,v
2012255607-1,20,02,2012,MA,16:00,16:00,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,6-6,GROENE HILLEDIJK,3075EL,N,N,m
2012258610-1,20,02,2012,MA,12:30,12:35,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,4-4,VAN BLOMMESTEYNWEG,3082WD,N,N,m
2012262054-1,20,02,2012,MA,18:30,18:45,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,8-8,SCHEPENSTRAAT,,N,N,v
2012255468-1,21,02,2012,DI,14:25,14:25,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,1-NOORD,0-NOORD,KOOIWALBOS,2992XE,N,N,m
2012255916-1,21,02,2012,DI,23:20,23:20,RIDDERKERK,DISTRICT 9,5-WIJK E,3-RIJSOORD,5-535,NOLDIJK,2988CD,N,N,m
2012260038-1,21,02,2012,DI,16:50,16:51,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,2-2,JONKER FRANSSTRAAT,3031AT,N,N,v
2012260574-1,21,02,2012,DI,12:00,12:00,VLAARDINGEN,DISTRICT 1,6-WIJK 6,2-STADHOUDERSBUURT,0-STADHOUDERSBUURT,ALBERTINE AGNESLAAN,3136NE,N,N,v
2012260590-1,21,02,2012,DI,14:00,15:00,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,0-0,LENGWEG,3192BJ,N,N,m
2012256144-1,22,02,2012,WO,8:35,8:43,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,4-4,KASTANJESINGEL,,N,D,m
2012256747-1,22,02,2012,WO,16:18,16:18,ROTTERDAM,DISTRICT 5,6-Jun,1-HILLEGERSBERG ZUID,1-1,UITWEG,,N,J,m
2012256760-1,22,02,2012,WO,16:20,16:20,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,6-6,PLANTAGESTRAAT,,N,J,m
2012256761-1,22,02,2012,WO,16:00,16:00,SCHIEDAM,DISTRICT 2,6-ZUID D,1-OOST,5-OOST-5,PARALLELWEG,,N,J,m
2012256833-1,22,02,2012,WO,16:00,17:00,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,1-1,GONG,3068LM,N,J,m
2012256849-1,22,02,2012,WO,19:00,19:00,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,1-1,RIDDERSTRAAT,3032RR,N,N,v
2012257092-1,22,02,2012,WO,22:39,22:39,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,1-1,DOGGERSBANK,3192DA,N,N,v
2012258799-1,22,02,2012,WO,19:45,20:00,ROTTERDAM,DISTRICT 6,6-Jun,8-Aug,0-0,LN VAN MAGISCH REALISME,3059WB,N,N,v
2012258985-1,22,02,2012,WO,20:00,20:00,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARKWEG,,N,N,m
2012259952-1,22,02,2012,WO,16:30,17:00,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,1-1,GONG,3068LM,N,N,m
2012265590-1,22,02,2012,WO,21:00,22:00,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,4-4,MIJNSHERENLAAN,3081GN,N,N,v
2012258059-1,23,02,2012,DO,16:00,16:30,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,STATIONSPLEIN,3013AJ,N,J,m
2012258197-1,23,02,2012,DO,20:10,20:10,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,0-0,TEILINGERSTRAAT,3032AR,N,N,m
2012258248-1,23,02,2012,DO,20:20,20:20,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,0-0,BEUKELSDIJK,,J,J,m
2012258367-1,23,02,2012,DO,23:30,23:30,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,0-0,ESSENBURGSINGEL,,N,N,m
2012258936-1,23,02,2012,DO,19:00,19:15,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,GROTE HAGEN,3078AB,N,N,m
2012261883-1,23,02,2012,DO,19:50,19:50,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,8-8,MEIDOORNSINGEL,,N,N,v
2012337776-1,23,02,2012,DO,12:00,12:30,ROTTERDAM,DISTRICT 9,8-Aug,5-KATENDRECHT,2-2,BREDE HILLEDIJK,3072NK,N,N,m
2012258472-1,24,02,2012,VR,6:50,6:50,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,1-1,GOOILANDSINGEL,3083DP,N,N,m
2012258879-1,24,02,2012,VR,11:30,11:30,SPIJKENISSE,DISTRICT 11,0-CENTRUM,7-VIERAMBACHTEN,1-PC 1,ZINKSEWEG,3201KZ,N,N,m
2012258939-1,24,02,2012,VR,14:00,15:30,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,DELFTSESTRAAT,3013AE,N,N,v
2012276914-1,24,02,2012,VR,10:30,11:00,VLAARDINGEN,DISTRICT 1,5-WIJK 5,1-BABBERSPOLDER 1,0-BABBERSPOLDER 1,KLAPROOSSTRAAT,3135TH,N,N,v
2012259477-1,25,02,2012,ZA,0:05,0:11,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,3-3,DIOGENESSTRAAT,,N,N,v
2012260132-1,25,02,2012,ZA,19:45,20:15,RIDDERKERK,DISTRICT 9,1-WIJK A,2-OMGEVING WINKELCENTRUM,3-123,VECHTSTRAAT,2987CX,J,N,v
2012260158-1,25,02,2012,ZA,20:32,20:32,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,8-8,NOORDSINGEL,,N,N,v
2012260481-1,25,02,2012,ZA,16:30,16:40,ROTTERDAM,DISTRICT 6,4-Apr,4-'S GRAVENLAND,5-5,'S-GRAVENWEG,,N,N,m
2012268488-1,25,02,2012,ZA,22:00,22:10,SCHIEDAM,DISTRICT 2,3-ZUID A,6-NIEUWLAND-WEST,1-NIEUWLAND-1,BURG VAN HAARENLAAN,3117GD,N,J,v
2012270978-1,25,02,2012,ZA,19:00,19:12,RHOON,DISTRICT 10,0-ZUID,1-WEST,0-COMPONISTENBUURT,DEBUSSYSTRAAT,3161WD,N,N,m
2012260331-1,26,02,2012,ZO,1:00,1:30,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,1-TUINDORP/KETHEL-1,PARKWEG,,N,N,m
2012260386-1,26,02,2012,ZO,4:20,4:20,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,0-0,HOFPLEIN,,N,J,m
2012260444-1,26,02,2012,ZO,6:30,6:30,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,5-5,WITTE DE WITHSTRAAT,,N,N,v
2012260686-1,26,02,2012,ZO,15:00,16:00,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,1-1,VUURPLAAT,3071AR,N,N,m
2012260746-1,26,02,2012,ZO,17:28,17:28,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,1-1,RUITWAGEN,3192DD,N,J,v
2012263649-1,26,02,2012,ZO,18:30,18:30,ROTTERDAM,DISTRICT 6,3-Mar,7-OUD CROOSWIJK,2-2,CROOSWIJKSESINGEL,,N,J,v
2012261773-1,27,02,2012,MA,15:10,15:10,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARK (PARK),,N,N,m
2012261900-1,27,02,2012,MA,17:40,17:50,ROTTERDAM,DISTRICT 9,9-Sep,0-BEVERWAARD,1-1,SCHINNENBAAN,,N,J,v
2012262022-1,27,02,2012,MA,15:45,16:00,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,1-1,KORFMAKERSSTRAAT,,N,N,m
2012266533-1,27,02,2012,MA,19:00,19:10,ROTTERDAM,DISTRICT 6,3-Mar,7-OUD CROOSWIJK,3-3,BOEZEMSTRAAT,3034EE,N,N,v
2012262157-1,28,02,2012,DI,0:50,0:55,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,LANGEGEER,3075JE,N,D,m
2012262429-1,28,02,2012,DI,3:30,3:30,SCHIEDAM,DISTRICT 2,5-ZUID C,2-CENTRUM,0-CENTRUM-CENTRAAL,BAANSTRAAT,3111KM,N,N,m
2012262781-1,28,02,2012,DI,0:50,0:55,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,9-9,LANGEGEER,,N,N,v
2012262957-1,28,02,2012,DI,0:45,1:00,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,9-9,LANGEGEER,,N,N,v
2012263154-1,28,02,2012,DI,17:30,17:55,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,4-4,MAASHAVEN O.Z.,3072HS,N,J,m
2012263376-1,28,02,2012,DI,21:15,21:40,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,1-NOORD,0-NOORD,VRIJENBURGPAD (FP),,N,N,m
2012273813-1,28,02,2012,DI,11:00,12:03,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,COOLSINGEL,3012AG,N,N,v
2012263491-1,29,02,2012,WO,2:50,2:50,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,0-0,KERKWERVESINGEL,3086HJ,N,J,m
2012264584-1,29,02,2012,WO,20:25,20:25,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,6-6,OOSTPLEIN,,N,N,v
2012264710-1,29,02,2012,WO,22:25,22:40,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,7-NIEUWLAND-7,BURG HONNERLAGE GRETELN,3119BD,N,N,m
2012265593-1,1,03,2012,DO,17:10,17:10,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,1-1,KROMME ZANDWEG,3084ND,J,J,v
2012265664-1,1,03,2012,DO,19:00,19:10,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,2-2,P.C.HOOFTPLEIN,3027AW,N,N,v
2012265895-1,1,03,2012,DO,22:41,22:41,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,0-0,ENTREPOTSTRAAT,3071JA,N,N,v
2012266691-1,1,03,2012,DO,16:00,16:15,ROTTERDAM,DISTRICT 3,2-Feb,0-DELFSHAVEN,0-0,HAVENSTRAAT,3024SE,N,N,v
2012266862-1,1,03,2012,DO,20:15,20:30,ROTTERDAM,DISTRICT 3,2-Feb,1-BOSPOLDER,3-3,SCHIEDAMSEWEG,3025AC,N,J,m
2012268570-1,1,03,2012,DO,2:00,2:15,CAPELLE AAN DEN IJSSEL,DISTRICT 6,2-SCHOLLEVAAR,7-OPERABUURT,7-OPERABUURT,NORMA,,N,N,m
2012280221-1,1,03,2012,DO,22:41,22:41,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,0-0,ENTREPOTSTRAAT,3071JA,N,N,v
2012266660-1,2,03,2012,VR,15:30,15:35,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,0-0,VOSSEPAD,,N,N,v
2012266841-1,2,03,2012,VR,18:45,19:00,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,4-4,WETERINGSTRAAT,,N,D,v
2012266977-1,2,03,2012,VR,20:10,20:10,RIDDERKERK,DISTRICT 9,4-WIJK D,1-VOGELBUURT,1-411,ZWALUW,2986BJ,N,N,m
2012266978-1,2,03,2012,VR,21:15,21:15,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,5-HORDIJKER,KORENDIJK,3079PW,N,N,m
2012267207-1,2,03,2012,VR,21:45,21:45,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,5-5,PAUL KRUGERSTRAAT,3072GM,N,N,m
2012270941-1,2,03,2012,VR,18:40,18:40,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,0-0,SLAG,,J,N,m
2012267313-1,3,03,2012,ZA,5:30,5:30,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,7-7,NIEUWE BINNENWEG,3015BA,N,N,v
2012267341-1,3,03,2012,ZA,2:15,2:15,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,3-3,TEILINGERSTRAAT,,J,N,m
2012267559-1,3,03,2012,ZA,12:15,12:30,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,4-4,SPINOZAWEG,3076ES,N,N,v
2012267672-1,3,03,2012,ZA,15:55,15:55,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,2-2,BOOMGAARDHOF,3012JJ,N,J,m
2012267973-1,3,03,2012,ZA,22:00,23:10,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,5-5,MATHENESSERLAAN,3023GD,N,N,m
2012268003-1,3,03,2012,ZA,23:26,23:26,ROTTERDAM,DISTRICT 6,4-Apr,8-PRINSENLAND,6-6,KRALINGSEWEG,,J,N,m
2012268426-1,3,03,2012,ZA,20:00,20:30,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,7-7,REYERDIJK,3079ND,N,N,v
2012271005-1,3,03,2012,ZA,21:45,21:45,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,4-4,PEARL BUCKPLAATS,,N,N,m
2012268500-1,4,03,2012,ZO,4:30,4:30,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,STATIONSPLEIN,3013AK,N,N,m
2012268552-1,4,03,2012,ZO,17:45,18:00,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,8-8,AVERDIJK,,N,J,m
2012268977-1,4,03,2012,ZO,4:00,5:00,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,5-5,MIDDENBAAN NOORD,,J,N,m
2012275080-1,4,03,2012,ZO,22:00,22:30,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,3-3,JOSEPHLAAN,3014TC,N,N,v
2012269731-1,5,03,2012,MA,19:51,19:51,ROTTERDAM,DISTRICT 9,8-Aug,7-FEIJENOORD,3-3,PERSOONSHAVEN,,N,J,m
2012269761-1,5,03,2012,MA,19:48,19:48,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,N,N,m
2012269816-1,5,03,2012,MA,21:25,21:30,ROTTERDAM,DISTRICT 6,4-Apr,8-PRINSENLAND,8-8,NANCY ZEELENBERGSINGEL,3066GA,N,N,m
2012270943-1,5,03,2012,MA,19:15,19:15,ROTTERDAM,DISTRICT 9,8-Aug,7-FEIJENOORD,3-3,PERSOONSHAVEN,,N,N,m
2012271009-1,5,03,2012,MA,15:00,15:00,ROTTERDAM,DISTRICT 5,6-Jun,4-TERBREGGE,0-0,BERGSE LINKER ROTTEKADE,3056LB,N,N,v
2012271190-1,5,03,2012,MA,23:00,23:16,ROTTERDAM,DISTRICT 6,4-Apr,4-'S GRAVENLAND,0-0,JACQUES DUTILHWEG,3065GL,J,N,m
2012273322-1,5,03,2012,MA,20:45,20:50,SCHIEDAM,DISTRICT 2,5-ZUID C,2-CENTRUM,0-CENTRUM-CENTRAAL,BROERSVEST,,N,N,m
2012273373-1,5,03,2012,MA,16:00,16:10,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,0-0,POMPENBURG,,N,J,v
2012271786-1,6,03,2012,DI,14:00,14:15,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,5-HORDIJKER,GROENINX VAN ZOELENLAAN,3078AW,N,N,m
2012275142-1,6,03,2012,DI,17:55,17:55,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,8-8,WELHOEKSEDIJK,3191LE,N,N,m
2012277165-1,6,03,2012,DI,22:30,22:30,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,0-0,BRIELSELAAN,3081AA,N,N,m
2012272377-1,7,03,2012,WO,21:45,22:00,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,2-2,JONKER FRANSSTRAAT,3031AT,N,N,v
2012272461-1,7,03,2012,WO,23:20,23:20,ROTTERDAM,DISTRICT 3,2-Feb,7-OUD MATHENESSE,4-4,GRIEKSESTRAAT,3028CL,N,N,m
2012273194-1,7,03,2012,WO,22:30,22:45,ROTTERDAM,DISTRICT 9,8-Aug,3-OUD IJSSELMONDE,1-1,OLYMPIAWEG,,N,N,m
2012272755-1,8,03,2012,DO,7:45,8:00,SCHIEDAM,DISTRICT 2,6-ZUID D,1-OOST,7-OOST-7,LANGE SINGELSTRAAT,3112EG,N,N,m
2012273320-1,8,03,2012,DO,15:30,15:40,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,3-3,NOORDSINGEL,,N,N,m
2012273335-1,8,03,2012,DO,12:15,12:30,ROTTERDAM,DISTRICT 9,8-Aug,3-OUD IJSSELMONDE,3-3,TRISTANWEG,3077CR,N,N,v
2012277833-1,8,03,2012,DO,20:40,20:50,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,STATIONSPLEIN,3013AJ,N,N,v
2012273829-1,9,03,2012,VR,8:53,8:53,ROTTERDAM,DISTRICT 5,6-Jun,5-MOLENLAANKWARTIER,7-7,VAN BEETHOVENLAAN,,N,J,m
2012274408-1,9,03,2012,VR,19:40,19:40,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,3-3,JAN KRUIJFFSTRAAT,3026VL,N,J,v
2012274498-1,9,03,2012,VR,19:30,19:30,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,3-3,BRUIJNSTRAAT,,N,N,v
2012275378-1,9,03,2012,VR,21:30,22:00,ROTTERDAM,DISTRICT 9,9-Sep,0-BEVERWAARD,1-1,GOEDENRAADWEG,3077EH,N,N,v
2012276983-1,9,03,2012,VR,11:05,11:10,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,2-2,BINNENHOF,3069KV,N,N,m
2012280798-1,9,03,2012,VR,15:35,15:45,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,6-6,KOUWENAARDSEWEG,3191TN,N,J,m
2012281004-1,9,03,2012,VR,18:00,18:00,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,8-8,MARE,3075SE,J,N,m
2012282207-1,9,03,2012,VR,11:00,11:30,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,3-3,DE VILLENEUVESTRAAT,3053ZV,N,J,m
