Jaar,Maand,Dag,Uur,Windsnelheid,Neerslag,Bewolking,Vochtigheid,Mist,Regen,Sneeuw,Onweer,Ijsvorming
2011,1,11,23,60,0,8,83,0,0,0,0,0
2011,1,11,24,50,0,1,84,0,0,0,0,0
2011,1,12,1,40,0,4,85,0,0,0,0,0
2011,1,12,2,20,0,2,87,0,0,0,0,0
2011,1,12,3,30,0,8,89,0,0,0,0,0
2011,1,12,4,30,0,8,91,0,0,0,0,0
2011,1,12,5,30,0,8,92,0,0,0,0,0
2011,1,12,6,30,0,8,91,0,0,0,0,0
2011,1,12,7,40,0,8,91,0,0,0,0,0
2011,1,12,8,40,0,8,91,0,0,0,0,0
2011,1,12,9,50,2,8,90,0,1,0,0,0
2011,1,12,10,60,4,8,92,0,1,0,0,0
2011,1,12,11,70,21,8,92,0,1,0,0,0
2011,1,12,12,80,10,8,93,0,1,0,0,0
2011,1,12,13,70,14,8,95,0,1,0,0,0
2011,1,12,14,80,4,8,96,0,1,0,0,0
2011,1,12,15,70,6,8,96,0,1,0,0,0
2011,1,12,16,80,14,8,96,0,1,0,0,0
2011,1,12,17,60,12,8,97,0,1,0,0,0
2011,1,12,18,50,14,8,97,0,1,0,0,0
2011,1,12,19,50,30,8,97,0,1,0,0,0
2011,1,12,20,60,24,8,97,0,1,0,0,0
2011,1,12,21,50,21,8,97,0,1,0,0,0
2011,1,12,22,60,28,8,97,0,1,0,0,0
2011,1,12,23,60,9,8,97,0,1,0,0,0
2011,1,12,24,50,2,8,97,0,1,0,0,0
2011,1,13,1,50,2,8,98,0,1,0,0,0
2011,1,13,2,50,2,8,97,0,1,0,0,0
2011,1,13,3,60,6,8,98,0,1,0,0,0
2011,1,13,4,60,16,8,97,0,1,0,0,0
2011,1,13,5,60,18,8,97,0,1,0,0,0
2011,1,13,6,60,17,8,97,0,1,0,0,0
2011,1,13,7,70,25,8,97,0,1,0,0,0
2011,1,13,8,70,25,8,97,0,1,0,0,0
2011,1,13,9,80,9,8,96,0,1,0,0,0
2011,1,13,10,80,-1,8,95,0,1,0,0,0
2011,1,13,11,80,0,8,94,0,0,0,0,0
2011,1,13,12,90,0,8,93,0,0,0,0,0
2011,1,13,13,90,0,8,94,0,0,0,0,0
2011,1,13,14,80,0,8,92,0,0,0,0,0
2011,1,13,15,80,0,8,93,0,0,0,0,0
2011,1,13,16,80,0,8,93,0,0,0,0,0
2011,1,13,17,70,0,8,95,0,0,0,0,0
2011,1,13,18,70,0,8,94,0,0,0,0,0
2011,1,13,19,60,0,8,95,0,0,0,0,0
2011,1,13,20,60,-1,8,96,0,1,0,0,0
2011,1,13,21,60,4,8,96,0,1,0,0,0
2011,1,13,22,70,5,8,96,0,1,0,0,0
2011,1,13,23,80,9,8,96,0,1,0,0,0
2011,1,13,24,100,2,8,96,0,1,0,0,0
2011,1,14,1,110,5,8,95,0,1,0,0,0
2011,1,14,2,100,17,8,94,0,1,0,0,0
2011,1,14,3,110,13,8,89,0,1,0,0,0
2011,1,14,4,110,-1,8,86,0,1,0,0,0
2011,1,14,5,110,-1,8,87,0,1,0,0,0
2011,1,14,6,110,-1,8,87,0,1,0,0,0
2011,1,14,7,110,0,8,90,0,0,0,0,0
2011,1,14,8,110,-1,8,94,0,1,0,0,0
2011,1,14,9,110,1,8,94,0,1,0,0,0
2011,1,14,10,110,-1,8,94,0,1,0,0,0
2011,1,14,11,100,-1,8,94,0,1,0,0,0
2011,1,14,12,90,8,8,95,0,1,0,0,0
2011,1,14,13,90,5,8,94,0,1,0,0,0
2011,1,14,14,90,6,8,94,0,1,0,0,0
2011,1,14,15,100,27,8,94,0,1,0,0,0
2011,1,14,16,90,17,8,93,0,1,0,0,0
2011,1,14,17,90,11,8,93,0,1,0,0,0
2011,1,14,18,80,12,8,92,0,1,0,0,0
2011,1,14,19,90,4,8,89,0,1,0,0,0
2011,1,14,20,100,10,8,93,0,1,0,0,0
2011,1,14,21,80,1,4,87,0,1,0,0,0
2011,1,14,22,80,0,1,90,0,0,0,0,0
2011,1,14,23,80,0,3,89,0,0,0,0,0
2011,1,14,24,80,0,6,90,0,0,0,0,0
2011,1,15,1,80,0,2,90,0,0,0,0,0
2011,1,15,2,80,0,2,90,0,0,0,0,0
2011,1,15,3,70,0,8,91,0,0,0,0,0
2011,1,15,4,70,0,8,91,0,0,0,0,0
2011,1,15,5,70,0,7,92,0,0,0,0,0
2011,1,15,6,80,0,8,90,0,0,0,0,0
2011,1,15,7,80,0,8,90,0,0,0,0,0
2011,1,15,8,70,0,8,89,0,0,0,0,0
2011,1,15,9,70,0,8,88,0,0,0,0,0
2011,1,15,10,70,-1,8,89,0,1,0,0,0
2011,1,15,11,80,1,8,90,0,1,0,0,0
2011,1,15,12,90,-1,8,86,0,1,0,0,0
2011,1,15,13,90,0,8,84,0,0,0,0,0
2011,1,15,14,90,0,8,85,0,0,0,0,0
2011,1,15,15,90,0,8,84,0,0,0,0,0
2011,1,15,16,80,0,8,82,0,0,0,0,0
2011,1,15,17,80,0,8,82,0,0,0,0,0
2011,1,15,18,80,0,7,83,0,0,0,0,0
2011,1,15,19,70,0,8,83,0,0,0,0,0
2011,1,15,20,80,0,7,83,0,0,0,0,0
2011,1,15,21,80,0,7,82,0,0,0,0,0
2011,1,15,22,80,0,8,83,0,0,0,0,0
2011,1,15,23,80,0,8,83,0,0,0,0,0
2011,1,15,24,70,0,8,82,0,0,0,0,0
2011,1,16,1,70,0,4,84,0,0,0,0,0
2011,1,16,2,70,0,7,85,0,0,0,0,0
2011,1,16,3,70,0,1,87,0,0,0,0,0
2011,1,16,4,70,0,3,90,0,0,0,0,0
2011,1,16,5,70,0,8,90,0,0,0,0,0
2011,1,16,6,70,0,8,89,0,0,0,0,0
2011,1,16,7,70,0,6,89,0,0,0,0,0
2011,1,16,8,70,0,5,89,0,0,0,0,0
2011,1,16,9,80,0,6,88,0,0,0,0,0
2011,1,16,10,70,0,8,85,0,0,0,0,0
2011,1,16,11,70,0,7,83,0,0,0,0,0
2011,1,16,12,70,0,8,79,0,0,0,0,0
2011,1,16,13,70,0,8,76,0,0,0,0,0
2011,1,16,14,70,0,5,73,0,0,0,0,0
2011,1,16,15,80,0,3,72,0,0,0,0,0
2011,1,16,16,80,0,0,77,0,0,0,0,0
2011,1,16,17,70,0,0,80,0,0,0,0,0
2011,1,16,18,70,0,0,79,0,0,0,0,0
2011,1,16,19,80,0,1,79,0,0,0,0,0
2011,1,16,20,70,0,8,82,0,0,0,0,0
2011,1,16,21,80,0,8,80,0,0,0,0,0
2011,1,16,22,80,0,8,81,0,0,0,0,0
2011,1,16,23,70,0,8,81,0,0,0,0,0
2011,1,16,24,60,0,6,83,0,0,0,0,0
2011,1,17,1,50,0,8,84,0,0,0,0,0
2011,1,17,2,50,0,8,85,0,0,0,0,0
2011,1,17,3,40,0,8,88,0,0,0,0,0
2011,1,17,4,40,0,8,88,0,0,0,0,0
2011,1,17,5,40,0,8,89,0,0,0,0,0
2011,1,17,6,40,0,8,90,0,0,0,0,0
2011,1,17,7,50,0,8,91,0,0,0,0,0
2011,1,17,8,50,0,8,91,0,0,0,0,0
2011,1,17,9,50,0,8,92,0,0,0,0,0
2011,1,17,10,50,0,8,93,0,0,0,0,0
2011,1,17,11,60,-1,8,94,0,1,0,0,0
2011,1,17,12,60,0,8,93,0,0,0,0,0
2011,1,17,13,60,0,8,91,0,0,0,0,0
2011,1,17,14,50,-1,8,90,0,1,0,0,0
2011,1,17,15,60,4,8,92,0,1,0,0,0
2011,1,17,16,60,2,8,92,0,1,0,0,0
2011,1,17,17,70,0,8,91,0,0,0,0,0
2011,1,17,18,70,-1,8,91,0,1,0,0,0
2011,1,17,19,80,0,8,92,0,0,0,0,0
2011,1,17,20,70,0,8,94,0,0,0,0,0
2011,1,17,21,30,0,8,94,0,0,0,0,0
2011,1,17,22,20,0,5,95,0,0,0,0,0
2011,1,17,23,20,0,1,96,0,0,0,0,0
2011,1,17,24,20,0,8,96,0,0,0,0,0
2011,1,18,1,10,0,8,97,0,0,0,0,0
2011,1,18,2,10,0,8,98,0,0,0,0,0
2011,1,18,3,10,-1,8,97,0,1,0,0,0
2011,1,18,4,10,-1,8,98,0,1,0,0,0
2011,1,18,5,20,2,8,98,0,1,0,0,0
2011,1,18,6,20,26,8,97,0,1,0,0,0
2011,1,18,7,30,23,8,97,0,1,0,0,0
2011,1,18,8,40,-1,8,93,0,1,0,0,0
2011,1,18,9,40,-1,8,93,0,1,0,0,0
2011,1,18,10,30,-1,8,93,0,1,0,0,0
2011,1,18,11,30,2,8,93,0,1,0,0,0
2011,1,18,12,20,-1,8,92,0,1,0,0,0
2011,1,18,13,20,0,8,88,0,0,0,0,0
2011,1,18,14,40,0,8,91,0,0,0,0,0
2011,1,18,15,40,0,8,93,0,0,0,0,0
2011,1,18,16,40,0,8,94,0,0,0,0,0
2011,1,18,17,30,0,8,92,0,0,0,0,0
2011,1,18,18,40,0,7,89,0,0,0,0,0
2011,1,18,19,40,0,8,91,0,0,0,0,0
2011,1,18,20,20,0,6,94,0,0,0,0,0
2011,1,18,21,20,0,8,93,0,0,0,0,0
2011,1,18,22,30,0,8,84,0,0,0,0,0
2011,1,18,23,30,-1,6,89,0,1,0,0,0
2011,1,18,24,20,-1,8,91,0,1,0,0,0
2011,1,19,1,20,-1,7,92,0,1,0,0,0
2011,1,19,2,30,0,8,90,0,0,0,0,0
2011,1,19,3,30,-1,8,92,0,1,0,0,0
2011,1,19,4,30,0,8,89,0,0,0,0,0
2011,1,19,5,30,0,4,90,0,0,0,0,0
2011,1,19,6,20,0,1,93,0,0,0,0,0
2011,1,19,7,20,0,4,93,0,0,0,0,0
2011,1,19,8,20,0,6,94,0,0,0,0,0
2011,1,19,9,20,0,8,93,0,0,0,0,0
2011,1,19,10,30,0,7,90,0,0,0,0,0
2011,1,19,11,40,-1,7,89,0,1,0,0,0
2011,1,19,12,40,0,8,87,0,0,0,0,0
2011,1,19,13,50,-1,7,89,0,1,0,0,0
2011,1,19,14,50,21,8,91,0,1,0,0,0
2011,1,19,15,50,2,8,89,0,1,0,0,0
2011,1,19,16,30,-1,8,91,0,1,0,0,0
2011,1,19,17,30,-1,7,90,0,1,0,0,0
2011,1,19,18,40,0,2,91,0,0,0,0,0
2011,1,19,19,30,-1,1,92,0,1,0,0,0
2011,1,19,20,30,0,0,94,0,0,0,0,0
2011,1,19,21,30,0,1,94,0,0,0,0,0
2011,1,19,22,30,8,8,92,0,1,0,0,0
2011,1,19,23,20,1,1,94,0,1,0,0,0
2011,1,19,24,30,0,5,96,0,0,0,0,0
2011,1,20,1,30,0,7,94,0,0,0,0,0
2011,1,20,2,30,0,7,89,0,0,0,0,0
2011,1,20,3,30,0,1,90,0,0,0,0,0
2011,1,20,4,20,-1,1,92,0,1,0,0,0
2011,1,20,5,30,0,7,87,0,0,0,0,0
2011,1,20,6,30,0,1,85,0,0,0,0,0
2011,1,20,7,30,0,0,87,0,0,0,0,0
2011,1,20,8,30,0,0,89,0,0,0,0,0
2011,1,20,9,30,0,0,87,0,0,0,0,0
2011,1,20,10,30,0,0,86,0,0,0,0,0
2011,1,20,11,40,0,2,81,0,0,0,0,0
2011,1,20,12,50,0,1,76,0,0,0,0,0
2011,1,20,13,50,0,0,68,0,0,0,0,0
2011,1,20,14,50,0,1,70,0,0,0,0,0
2011,1,20,15,40,0,4,76,0,0,0,0,0
2011,1,20,16,40,0,3,75,0,0,0,0,0
2011,1,20,17,30,0,0,79,0,0,0,0,0
2011,1,20,18,20,0,0,85,0,0,0,0,0
2011,1,20,19,20,0,0,88,0,0,0,0,0
2011,1,20,20,20,0,0,89,0,0,0,0,0
2011,1,20,21,20,0,0,90,0,0,0,0,0
2011,1,20,22,20,0,0,94,0,0,0,0,0
2011,1,20,23,10,0,0,96,0,0,0,0,0
2011,1,20,24,0,0,0,98,1,0,0,0,1
2011,1,21,1,10,0,1,99,1,0,0,0,1
2011,1,21,2,10,0,0,99,1,0,0,0,1
2011,1,21,3,10,0,8,99,1,0,0,0,1
2011,1,21,4,10,0,2,98,1,0,0,0,1
2011,1,21,5,0,0,3,99,1,0,0,0,1
2011,1,21,6,0,0,8,99,1,0,0,0,1
2011,1,21,7,10,0,5,98,1,0,0,0,1
2011,1,21,8,10,0,9,99,1,0,0,0,1
2011,1,21,9,20,0,9,99,1,0,0,0,1
2011,1,21,10,20,0,9,99,1,0,0,0,1
2011,1,21,11,20,0,8,98,1,0,0,0,0
2011,1,21,12,20,0,8,98,0,0,0,0,0
2011,1,21,13,10,0,8,98,0,0,0,0,0
2011,1,21,14,10,0,8,97,0,0,0,0,0
2011,1,21,15,10,0,8,97,0,0,0,0,0
2011,1,21,16,10,0,8,95,0,0,0,0,0
2011,1,21,17,20,0,8,94,0,0,0,0,0
2011,1,21,18,30,0,8,94,0,0,0,0,0
2011,1,21,19,30,0,8,93,0,0,0,0,0
2011,1,21,20,30,0,1,93,0,0,0,0,0
2011,1,21,21,20,0,8,94,0,0,0,0,0
2011,1,21,22,30,0,8,92,0,0,0,0,0
2011,1,21,23,30,0,8,92,0,0,0,0,0
2011,1,21,24,20,0,8,93,0,0,0,0,0
2011,1,22,1,30,0,8,89,0,0,0,0,0
2011,1,22,2,30,0,8,86,0,0,0,0,0
2011,1,22,3,40,-1,7,87,0,1,0,0,0
2011,1,22,4,40,-1,8,91,0,1,0,0,0
2011,1,22,5,30,-1,8,94,0,1,0,0,0
2011,1,22,6,40,1,8,95,0,1,0,0,0
