Jaar,Maand,Dag,Uur,Windsnelheid,Neerslag,Bewolking,Vochtigheid,Mist,Regen,Sneeuw,Onweer,Ijsvorming
2011,12,11,19,50,0,7,75,0,0,0,0,0
2011,12,11,20,60,0,8,76,0,0,0,0,0
2011,12,11,21,50,0,8,79,0,0,0,0,0
2011,12,11,22,50,0,8,93,0,0,0,0,0
2011,12,11,23,60,0,8,90,0,0,0,0,0
2011,12,11,24,50,3,8,95,0,1,0,0,0
2011,12,12,1,40,14,8,98,0,1,0,0,0
2011,12,12,2,40,4,8,98,0,1,0,0,0
2011,12,12,3,40,1,8,98,0,1,0,0,0
2011,12,12,4,50,1,8,96,0,1,0,0,0
2011,12,12,5,50,-1,8,95,0,1,0,0,0
2011,12,12,6,50,0,8,92,0,0,0,0,0
2011,12,12,7,40,0,8,88,0,0,0,0,0
2011,12,12,8,50,0,8,83,0,0,0,0,0
2011,12,12,9,50,0,7,80,0,0,0,0,0
2011,12,12,10,60,0,2,74,0,0,0,0,0
2011,12,12,11,70,0,3,72,0,0,0,0,0
2011,12,12,12,80,0,1,68,0,0,0,0,0
2011,12,12,13,80,0,1,75,0,0,0,0,0
2011,12,12,14,80,0,7,75,0,0,0,0,0
2011,12,12,15,80,0,2,81,0,0,0,0,0
2011,12,12,16,70,0,7,82,0,0,0,0,0
2011,12,12,17,60,0,0,85,0,0,0,0,0
2011,12,12,18,70,0,1,83,0,0,0,0,0
2011,12,12,19,70,-1,7,88,0,1,0,0,0
2011,12,12,20,80,-1,8,85,0,1,0,0,0
2011,12,12,21,80,0,8,82,0,0,0,0,0
2011,12,12,22,90,0,7,80,0,0,0,0,0
2011,12,12,23,100,0,7,78,0,0,0,0,0
2011,12,12,24,110,-1,8,80,0,1,0,0,0
2011,12,13,1,110,10,8,86,0,1,0,0,0
2011,12,13,2,130,25,8,89,0,1,0,0,0
2011,12,13,3,140,24,8,90,0,1,0,0,0
2011,12,13,4,140,18,8,91,0,1,0,0,0
2011,12,13,5,130,8,8,89,0,1,0,0,0
2011,12,13,6,120,1,8,92,0,1,0,0,0
2011,12,13,7,120,-1,8,89,0,1,0,0,0
2011,12,13,8,110,-1,8,89,0,1,0,0,0
2011,12,13,9,110,18,8,86,0,1,0,0,0
2011,12,13,10,100,0,7,81,0,0,0,0,0
2011,12,13,11,100,0,0,66,0,0,0,0,0
2011,12,13,12,100,0,1,71,0,0,0,0,0
2011,12,13,13,90,0,6,73,0,0,0,0,0
2011,12,13,14,80,0,1,69,0,0,0,0,0
2011,12,13,15,80,0,2,69,0,0,0,0,0
2011,12,13,16,70,0,2,74,0,0,0,0,0
2011,12,13,17,80,0,8,74,0,0,0,0,0
2011,12,13,18,90,0,6,71,0,0,0,0,0
2011,12,13,19,100,0,4,76,0,0,0,0,0
2011,12,13,20,110,0,8,80,0,0,0,0,0
2011,12,13,21,100,0,6,80,0,0,0,0,0
2011,12,13,22,110,-1,2,81,0,1,0,0,0
2011,12,13,23,100,0,1,83,0,0,0,0,0
2011,12,13,24,100,0,0,83,0,0,0,0,0
2011,12,14,1,110,0,1,81,0,0,0,0,0
2011,12,14,2,90,0,8,79,0,0,0,0,0
2011,12,14,3,80,0,8,83,0,0,0,0,0
2011,12,14,4,70,0,5,82,0,0,0,0,0
2011,12,14,5,50,4,8,89,0,1,0,0,0
2011,12,14,6,40,45,8,93,0,1,0,0,0
2011,12,14,7,40,29,8,95,0,1,0,0,0
2011,12,14,8,30,9,8,93,0,1,0,0,0
2011,12,14,9,50,-1,8,93,0,1,0,0,0
2011,12,14,10,50,0,4,89,0,0,0,0,0
2011,12,14,11,70,0,7,87,0,0,0,0,0
2011,12,14,12,70,0,8,86,0,0,0,0,0
2011,12,14,13,80,1,8,86,0,1,0,0,0
2011,12,14,14,80,0,8,82,0,0,0,0,0
2011,12,14,15,100,0,8,80,0,0,0,0,0
2011,12,14,16,90,0,8,83,0,0,0,0,0
2011,12,14,17,90,-1,4,87,0,1,0,0,0
2011,12,14,18,80,0,2,86,0,0,0,0,0
2011,12,14,19,90,0,7,86,0,0,0,0,0
2011,12,14,20,100,-1,7,87,0,1,0,0,0
2011,12,14,21,100,3,7,84,0,1,0,0,0
2011,12,14,22,110,0,6,84,0,0,0,0,0
2011,12,14,23,110,0,7,84,0,0,0,0,0
2011,12,14,24,100,0,7,85,0,0,0,0,0
2011,12,15,1,100,0,8,87,0,0,0,0,0
2011,12,15,2,100,0,8,86,0,0,0,0,0
2011,12,15,3,90,12,8,92,0,1,0,0,0
2011,12,15,4,70,4,8,89,0,1,0,0,0
2011,12,15,5,80,0,7,88,0,0,0,0,0
2011,12,15,6,80,-1,8,89,0,1,0,0,0
2011,12,15,7,90,2,8,88,0,1,0,0,0
2011,12,15,8,90,3,8,89,0,1,0,0,0
2011,12,15,9,80,-1,8,89,0,1,0,0,0
2011,12,15,10,80,-1,8,89,0,1,0,0,0
2011,12,15,11,90,3,8,86,0,1,0,0,0
2011,12,15,12,100,6,8,88,0,1,0,0,0
2011,12,15,13,90,4,8,84,0,1,0,0,0
2011,12,15,14,100,5,8,80,0,1,0,0,0
2011,12,15,15,110,19,8,88,0,1,0,0,0
2011,12,15,16,90,3,8,83,0,1,0,0,0
2011,12,15,17,70,5,7,74,0,1,0,0,0
2011,12,15,18,60,0,1,77,0,0,0,0,0
2011,12,15,19,60,-1,7,86,0,1,0,0,0
2011,12,15,20,60,2,8,90,0,1,0,0,0
2011,12,15,21,50,2,8,87,0,1,0,0,0
2011,12,15,22,50,1,8,92,0,1,0,0,0
2011,12,15,23,60,-1,8,91,0,1,0,0,0
2011,12,15,24,60,0,8,91,0,0,0,0,0
2011,12,16,1,50,-1,8,88,0,1,0,0,0
2011,12,16,2,60,3,8,92,0,1,0,0,0
2011,12,16,3,60,13,8,93,0,1,0,0,0
2011,12,16,4,70,15,8,93,0,1,0,0,0
2011,12,16,5,80,22,8,93,0,1,0,0,0
2011,12,16,6,90,17,8,94,0,1,0,0,0
2011,12,16,7,80,20,8,95,0,1,1,0,0
2011,12,16,8,70,11,8,95,0,1,1,0,0
2011,12,16,9,70,2,8,93,0,1,0,0,0
2011,12,16,10,60,-1,8,93,0,1,0,0,0
2011,12,16,11,60,2,8,95,0,1,0,0,0
2011,12,16,12,70,3,8,91,0,1,0,0,0
2011,12,16,13,70,1,8,87,0,1,0,0,0
2011,12,16,14,50,4,8,89,0,1,0,0,0
2011,12,16,15,50,6,6,93,0,1,0,0,0
2011,12,16,16,50,10,8,95,0,1,0,0,0
2011,12,16,17,20,14,8,95,0,1,0,0,0
2011,12,16,18,20,3,8,95,0,1,0,0,0
2011,12,16,19,40,6,7,91,0,1,0,0,0
2011,12,16,20,10,0,6,97,0,0,0,0,0
2011,12,16,21,20,1,7,97,0,1,0,0,0
2011,12,16,22,10,1,2,91,0,1,0,0,0
2011,12,16,23,20,0,8,94,0,0,0,0,0
2011,12,16,24,20,5,7,88,0,1,0,0,0
2011,12,17,1,40,8,8,83,0,1,0,0,0
2011,12,17,2,50,3,8,78,0,1,0,0,0
2011,12,17,3,50,-1,3,75,0,1,0,0,0
2011,12,17,4,50,0,0,72,0,0,0,0,0
2011,12,17,5,40,0,0,77,0,0,0,0,0
2011,12,17,6,40,0,0,79,0,0,0,0,0
2011,12,17,7,50,0,4,72,0,0,0,0,0
2011,12,17,8,50,0,2,78,0,0,0,0,0
2011,12,17,9,40,0,0,72,0,0,0,0,0
2011,12,17,10,50,0,1,79,0,0,0,0,0
2011,12,17,11,60,0,4,79,0,0,0,0,0
2011,12,17,12,70,0,4,71,0,0,0,0,0
2011,12,17,13,60,0,5,71,0,0,0,0,0
2011,12,17,14,50,0,4,79,0,0,0,0,0
2011,12,17,15,50,0,6,82,0,0,0,0,0
2011,12,17,16,40,-1,8,87,0,1,0,0,0
2011,12,17,17,40,1,8,88,0,1,0,0,0
2011,12,17,18,40,1,8,91,0,1,0,0,0
2011,12,17,19,50,10,8,93,0,1,0,0,0
2011,12,17,20,20,5,8,95,0,1,0,0,0
2011,12,17,21,40,9,8,94,0,1,0,0,0
2011,12,17,22,40,11,8,98,0,1,1,0,0
2011,12,17,23,20,6,8,97,0,1,1,0,0
2011,12,17,24,10,14,8,98,0,1,1,0,0
2011,12,18,1,20,12,8,97,0,1,1,0,0
2011,12,18,2,30,25,8,97,0,1,1,0,0
2011,12,18,3,20,5,8,95,0,1,0,0,0
2011,12,18,4,20,3,2,97,0,1,0,0,0
2011,12,18,5,30,1,2,87,0,1,0,0,0
2011,12,18,6,40,2,8,88,0,1,0,0,0
2011,12,18,7,30,3,7,68,0,1,0,0,0
2011,12,18,8,50,-1,2,71,0,1,0,0,0
2011,12,18,9,40,-1,6,80,0,1,1,0,0
2011,12,18,10,40,2,1,78,0,1,0,0,0
2011,12,18,11,50,-1,7,84,0,1,0,1,0
2011,12,18,12,60,1,8,85,0,1,0,0,0
2011,12,18,13,50,0,4,77,0,0,0,0,0
2011,12,18,14,50,0,0,73,0,0,0,0,0
2011,12,18,15,50,0,2,75,0,0,0,0,0
2011,12,18,16,40,0,4,82,0,0,0,0,0
2011,12,18,17,30,-1,7,81,0,1,0,0,0
2011,12,18,18,40,2,7,89,0,1,0,0,0
2011,12,18,19,30,0,7,90,0,0,0,0,0
2011,12,18,20,30,3,5,92,0,1,0,0,0
2011,12,18,21,10,0,8,97,0,0,0,0,0
2011,12,18,22,30,0,1,96,0,0,0,0,0
2011,12,18,23,30,3,7,97,0,1,0,0,0
2011,12,18,24,20,6,6,93,0,1,1,0,0
2011,12,19,1,20,10,4,95,0,1,1,0,0
2011,12,19,2,20,2,8,94,0,1,0,0,0
2011,12,19,3,20,6,8,96,0,1,0,0,0
2011,12,19,4,20,1,7,96,0,1,0,0,0
2011,12,19,5,30,-1,7,93,0,1,0,0,0
2011,12,19,6,30,4,7,93,0,1,0,0,0
2011,12,19,7,30,-1,2,94,0,1,0,0,0
2011,12,19,8,30,-1,2,94,0,1,0,0,0
2011,12,19,9,40,0,0,90,0,0,0,0,0
2011,12,19,10,50,0,2,87,0,0,0,0,0
2011,12,19,11,50,0,0,77,0,0,0,0,0
2011,12,19,12,60,0,7,77,0,0,0,0,0
2011,12,19,13,70,0,8,76,0,0,0,0,0
2011,12,19,14,60,0,8,80,0,0,0,0,0
2011,12,19,15,70,-1,8,87,0,1,0,0,0
2011,12,19,16,70,6,8,94,0,1,0,0,0
2011,12,19,17,80,9,8,95,0,1,1,0,0
2011,12,19,18,80,3,8,94,0,1,1,0,0
2011,12,19,19,80,1,8,94,0,1,0,0,0
2011,12,19,20,80,6,8,94,0,1,1,0,0
2011,12,19,21,80,6,8,94,0,1,1,0,0
2011,12,19,22,80,12,8,95,0,1,1,0,0
2011,12,19,23,80,10,8,96,0,1,1,0,0
2011,12,19,24,70,2,8,98,0,1,1,0,0
2011,12,20,1,70,3,8,97,0,1,1,0,0
2011,12,20,2,70,8,8,97,0,1,0,0,0
2011,12,20,3,40,1,8,98,0,1,0,0,0
2011,12,20,4,40,1,8,94,0,1,0,0,0
2011,12,20,5,60,0,7,90,0,0,0,0,0
2011,12,20,6,60,0,8,87,0,0,0,0,0
2011,12,20,7,60,0,8,87,0,0,0,0,0
2011,12,20,8,60,6,8,90,0,1,0,0,0
2011,12,20,9,60,-1,6,84,0,1,0,0,0
2011,12,20,10,60,6,7,87,0,1,0,0,0
2011,12,20,11,60,1,7,82,0,1,0,0,0
2011,12,20,12,70,-1,1,74,0,1,0,0,0
2011,12,20,13,80,0,5,75,0,0,0,0,0
2011,12,20,14,80,0,6,77,0,0,0,0,0
2011,12,20,15,60,0,3,77,0,0,0,0,0
2011,12,20,16,60,0,4,74,0,0,0,0,0
2011,12,20,17,60,1,8,83,0,1,0,0,0
2011,12,20,18,50,-1,8,76,0,1,0,0,0
2011,12,20,19,50,-1,1,83,0,1,0,0,0
2011,12,20,20,50,2,8,84,0,1,0,0,0
2011,12,20,21,40,0,5,81,0,0,0,0,0
2011,12,20,22,40,0,8,83,0,0,0,0,0
2011,12,20,23,40,0,8,83,0,0,0,0,0
2011,12,20,24,40,0,8,85,0,0,0,0,0
2011,12,21,1,30,0,1,84,0,0,0,0,0
2011,12,21,2,30,0,7,89,0,0,0,0,0
2011,12,21,3,20,0,7,92,0,0,0,0,0
2011,12,21,4,20,3,8,95,0,1,0,0,0
2011,12,21,5,10,24,8,97,0,1,0,0,0
2011,12,21,6,20,3,8,97,0,1,0,0,0
2011,12,21,7,30,-1,8,97,0,1,0,0,0
2011,12,21,8,40,0,8,98,0,0,0,0,0
2011,12,21,9,30,0,8,98,0,0,0,0,0
2011,12,21,10,30,0,8,97,0,0,0,0,0
2011,12,21,11,40,0,8,95,0,0,0,0,0
2011,12,21,12,30,0,8,94,0,0,0,0,0
2011,12,21,13,40,0,8,92,0,0,0,0,0
2011,12,21,14,30,0,8,92,0,0,0,0,0
2011,12,21,15,20,0,8,95,0,0,0,0,0
2011,12,21,16,20,0,8,95,0,0,0,0,0
2011,12,21,17,20,0,8,98,0,0,0,0,0
2011,12,21,18,20,1,8,98,0,1,0,0,0
2011,12,21,19,30,-1,8,98,0,1,0,0,0
2011,12,21,20,30,0,8,98,0,0,0,0,0
2011,12,21,21,30,0,8,98,0,0,0,0,0
2011,12,21,22,30,-1,8,98,0,1,0,0,0
2011,12,21,23,30,2,8,98,0,1,0,0,0
2011,12,21,24,30,2,8,98,0,1,0,0,0
2011,12,22,1,30,0,8,98,0,0,0,0,0
2011,12,22,2,30,0,8,98,0,0,0,0,0
2011,12,22,3,30,0,8,98,0,0,0,0,0
2011,12,22,4,40,-1,8,96,0,1,0,0,0
2011,12,22,5,40,-1,8,94,0,1,0,0,0
2011,12,22,6,40,1,8,92,0,1,0,0,0
2011,12,22,7,50,0,8,91,0,0,0,0,0
2011,12,22,8,60,-1,8,91,0,1,0,0,0
2011,12,22,9,50,1,8,96,0,1,0,0,0
2011,12,22,10,60,1,8,97,0,1,0,0,0
2011,12,22,11,40,1,8,97,0,1,0,0,0
2011,12,22,12,50,-1,8,93,0,1,0,0,0
2011,12,22,13,50,0,8,92,0,0,0,0,0
2011,12,22,14,50,0,8,92,0,0,0,0,0
2011,12,22,15,50,0,8,92,0,0,0,0,0
2011,12,22,16,50,0,8,92,0,0,0,0,0
2011,12,22,17,50,0,8,93,0,0,0,0,0
2011,12,22,18,40,0,8,93,0,0,0,0,0
2011,12,22,19,40,0,8,96,0,0,0,0,0
2011,12,22,20,30,0,8,94,0,0,0,0,0
2011,12,22,21,40,0,8,95,0,0,0,0,0
2011,12,22,22,30,0,8,94,0,0,0,0,0
2011,12,22,23,40,0,8,93,0,0,0,0,0
2011,12,22,24,40,0,8,93,0,0,0,0,0
2011,12,23,1,50,0,8,93,0,0,0,0,0
2011,12,23,2,50,0,8,92,0,0,0,0,0
2011,12,23,3,40,0,8,93,0,0,0,0,0
2011,12,23,4,50,0,8,93,0,0,0,0,0
2011,12,23,5,60,0,8,93,0,0,0,0,0
2011,12,23,6,50,0,8,95,0,0,0,0,0
2011,12,23,7,60,0,8,93,0,0,0,0,0
2011,12,23,8,60,0,8,93,0,0,0,0,0
2011,12,23,9,60,0,8,94,0,0,0,0,0
2011,12,23,10,70,1,8,95,0,1,0,0,0
2011,12,23,11,70,-1,8,95,0,1,0,0,0
2011,12,23,12,80,1,8,91,0,1,0,0,0
2011,12,23,13,80,0,8,89,0,0,0,0,0
2011,12,23,14,80,0,8,85,0,0,0,0,0
2011,12,23,15,90,0,8,83,0,0,0,0,0
2011,12,23,16,80,0,8,83,0,0,0,0,0
2011,12,23,17,80,0,8,88,0,0,0,0,0
2011,12,23,18,70,-1,8,94,0,1,0,0,0
2011,12,23,19,70,2,8,95,0,1,0,0,0
2011,12,23,20,70,3,8,95,0,1,0,0,0
2011,12,23,21,80,9,8,95,0,1,0,0,0
2011,12,23,22,80,14,8,96,0,1,0,0,0
2011,12,23,23,100,4,8,93,0,1,0,0,0
2011,12,23,24,110,8,8,89,0,1,0,0,0
2011,12,24,1,90,12,8,88,0,1,0,0,0
2011,12,24,2,100,8,8,88,0,1,0,0,0
2011,12,24,3,90,11,8,88,0,1,0,0,0
2011,12,24,4,80,2,7,80,0,1,0,0,0
2011,12,24,5,90,-1,6,75,0,1,0,0,0
2011,12,24,6,80,5,8,80,0,1,0,0,0
2011,12,24,7,70,-1,1,78,0,1,0,0,0
2011,12,24,8,70,0,3,76,0,0,0,0,0
2011,12,24,9,60,0,4,79,0,0,0,0,0
2011,12,24,10,60,0,2,77,0,0,0,0,0
2011,12,24,11,60,0,1,73,0,0,0,0,0
2011,12,24,12,60,0,6,78,0,0,0,0,0
2011,12,24,13,60,0,6,79,0,0,0,0,0
2011,12,24,14,50,0,5,81,0,0,0,0,0
2011,12,24,15,50,0,8,85,0,0,0,0,0
2011,12,24,16,50,0,3,86,0,0,0,0,0
2011,12,24,17,60,0,8,86,0,0,0,0,0
2011,12,24,18,60,0,8,86,0,0,0,0,0
2011,12,24,19,70,0,6,85,0,0,0,0,0
2011,12,24,20,70,0,8,85,0,0,0,0,0
2011,12,24,21,70,0,8,84,0,0,0,0,0
2011,12,24,22,70,0,8,85,0,0,0,0,0
2011,12,24,23,70,0,8,86,0,0,0,0,0
2011,12,24,24,80,0,8,87,0,0,0,0,0
2011,12,25,1,70,0,8,90,0,0,0,0,0
2011,12,25,2,80,0,8,90,0,0,0,0,0
2011,12,25,3,80,0,8,91,0,0,0,0,0
2011,12,25,4,70,0,8,91,0,0,0,0,0
2011,12,25,5,80,-1,8,95,0,1,0,0,0
2011,12,25,6,70,0,8,94,0,0,0,0,0
2011,12,25,7,70,0,8,93,0,0,0,0,0
2011,12,25,8,70,0,8,90,0,0,0,0,0
2011,12,25,9,70,0,8,91,0,0,0,0,0
2011,12,25,10,70,0,8,88,0,0,0,0,0
2011,12,25,11,70,0,8,84,0,0,0,0,0
2011,12,25,12,90,0,4,84,0,0,0,0,0
2011,12,25,13,90,0,8,85,0,0,0,0,0
2011,12,25,14,90,0,8,82,0,0,0,0,0
2011,12,25,15,90,0,8,84,0,0,0,0,0
2011,12,25,16,90,0,7,84,0,0,0,0,0
2011,12,25,17,90,0,8,87,0,0,0,0,0
2011,12,25,18,100,0,8,84,0,0,0,0,0
2011,12,25,19,90,0,8,83,0,0,0,0,0
2011,12,25,20,90,0,7,86,0,0,0,0,0
2011,12,25,21,90,0,8,89,0,0,0,0,0
2011,12,25,22,80,0,8,86,0,0,0,0,0
2011,12,25,23,80,0,8,87,0,0,0,0,0
2011,12,25,24,80,0,8,89,0,0,0,0,0
2011,12,26,1,80,0,8,90,0,0,0,0,0
2011,12,26,2,80,0,8,95,0,0,0,0,0
2011,12,26,3,70,-1,8,96,0,1,0,0,0
2011,12,26,4,70,-1,8,95,0,1,0,0,0
2011,12,26,5,70,-1,8,96,0,1,0,0,0
2011,12,26,6,60,-1,8,95,0,1,0,0,0
2011,12,26,7,60,0,8,92,0,0,0,0,0
2011,12,26,8,70,0,8,92,0,0,0,0,0
2011,12,26,9,70,0,8,94,0,0,0,0,0
2011,12,26,10,60,0,7,92,0,0,0,0,0
2011,12,26,11,60,0,8,91,0,0,0,0,0
2011,12,26,12,70,0,7,87,0,0,0,0,0
2011,12,26,13,70,0,8,86,0,0,0,0,0
2011,12,26,14,70,0,8,88,0,0,0,0,0
2011,12,26,15,60,0,8,92,0,0,0,0,0
2011,12,26,16,60,0,8,94,0,0,0,0,0
2011,12,26,17,50,0,8,93,0,0,0,0,0
2011,12,26,18,60,0,8,91,0,0,0,0,0
2011,12,26,19,60,0,8,90,0,0,0,0,0
2011,12,26,20,70,0,8,89,0,0,0,0,0
2011,12,26,21,80,0,8,89,0,0,0,0,0
2011,12,26,22,80,0,8,86,0,0,0,0,0
2011,12,26,23,80,0,5,86,0,0,0,0,0
2011,12,26,24,70,0,2,87,0,0,0,0,0
2011,12,27,1,80,0,8,84,0,0,0,0,0
2011,12,27,2,80,0,8,81,0,0,0,0,0
2011,12,27,3,70,0,8,79,0,0,0,0,0
2011,12,27,4,70,0,8,79,0,0,0,0,0
2011,12,27,5,60,0,8,79,0,0,0,0,0
2011,12,27,6,50,0,8,81,0,0,0,0,0
2011,12,27,7,50,0,8,84,0,0,0,0,0
2011,12,27,8,50,0,8,84,0,0,0,0,0
2011,12,27,9,40,0,8,84,0,0,0,0,0
2011,12,27,10,40,0,8,84,0,0,0,0,0
2011,12,27,11,50,0,8,84,0,0,0,0,0
2011,12,27,12,40,0,8,85,0,0,0,0,0
2011,12,27,13,50,0,8,84,0,0,0,0,0
2011,12,27,14,40,0,8,85,0,0,0,0,0
2011,12,27,15,30,0,8,85,0,0,0,0,0
2011,12,27,16,30,0,8,88,0,0,0,0,0
2011,12,27,17,30,0,8,87,0,0,0,0,0
2011,12,27,18,30,0,8,86,0,0,0,0,0
2011,12,27,19,30,0,8,87,0,0,0,0,0
2011,12,27,20,30,0,8,85,0,0,0,0,0
2011,12,27,21,40,0,8,88,0,0,0,0,0
2011,12,27,22,40,0,8,88,0,0,0,0,0
2011,12,27,23,50,0,8,85,0,0,0,0,0
2011,12,27,24,50,0,8,88,0,0,0,0,0
2011,12,28,1,60,0,8,82,0,0,0,0,0
2011,12,28,2,60,0,8,85,0,0,0,0,0
2011,12,28,3,70,0,8,87,0,0,0,0,0
2011,12,28,4,70,0,8,88,0,0,0,0,0
2011,12,28,5,80,0,8,89,0,0,0,0,0
2011,12,28,6,80,0,8,91,0,0,0,0,0
2011,12,28,7,80,0,8,90,0,0,0,0,0
2011,12,28,8,90,0,8,88,0,0,0,0,0
2011,12,28,9,90,0,8,88,0,0,0,0,0
2011,12,28,10,90,0,8,90,0,0,0,0,0
2011,12,28,11,90,0,8,90,0,0,0,0,0
2011,12,28,12,80,0,8,91,0,0,0,0,0
2011,12,28,13,80,0,8,90,0,0,0,0,0
2011,12,28,14,80,0,8,90,0,0,0,0,0
2011,12,28,15,80,0,8,89,0,0,0,0,0
2011,12,28,16,80,0,8,89,0,0,0,0,0
2011,12,28,17,80,0,8,90,0,0,0,0,0
2011,12,28,18,80,0,8,90,0,0,0,0,0
2011,12,28,19,80,0,8,91,0,0,0,0,0
2011,12,28,20,70,0,1,72,0,0,0,0,0
2011,12,28,21,80,0,1,70,0,0,0,0,0
2011,12,28,22,80,0,1,70,0,0,0,0,0
2011,12,28,23,80,0,2,73,0,0,0,0,0
2011,12,28,24,80,0,1,76,0,0,0,0,0
2011,12,29,1,80,0,1,72,0,0,0,0,0
2011,12,29,2,80,0,6,71,0,0,0,0,0
2011,12,29,3,90,0,4,72,0,0,0,0,0
2011,12,29,4,90,0,6,71,0,0,0,0,0
2011,12,29,5,90,0,6,73,0,0,0,0,0
2011,12,29,6,80,0,7,71,0,0,0,0,0
2011,12,29,7,80,0,6,69,0,0,0,0,0
2011,12,29,8,80,0,7,70,0,0,0,0,0
2011,12,29,9,70,0,7,74,0,0,0,0,0
2011,12,29,10,70,0,7,74,0,0,0,0,0
2011,12,29,11,90,15,8,89,0,1,0,0,0
2011,12,29,12,80,20,8,91,0,1,0,0,0
2011,12,29,13,80,1,8,81,0,1,0,0,0
2011,12,29,14,90,0,8,81,0,0,0,0,0
2011,12,29,15,90,0,8,80,0,0,0,0,0
2011,12,29,16,80,0,8,80,0,0,0,0,0
2011,12,29,17,90,4,8,84,0,1,0,0,0
2011,12,29,18,70,17,8,92,0,1,0,0,0
2011,12,29,19,90,9,8,83,0,1,0,1,0
2011,12,29,20,90,25,8,86,0,1,0,0,0
2011,12,29,21,80,0,4,76,0,0,0,0,0
2011,12,29,22,90,0,7,71,0,0,0,0,0
2011,12,29,23,100,0,8,73,0,0,0,0,0
2011,12,29,24,110,0,2,72,0,0,0,0,0
2011,12,30,1,110,0,8,70,0,0,0,0,0
2011,12,30,2,100,0,7,70,0,0,0,0,0
2011,12,30,3,90,0,6,66,0,0,0,0,0
2011,12,30,4,100,1,8,81,0,1,0,0,0
2011,12,30,5,90,1,3,80,0,1,0,0,0
2011,12,30,6,80,10,4,84,0,1,0,0,0
2011,12,30,7,80,13,8,92,0,1,0,0,0
2011,12,30,8,80,4,7,87,0,1,0,0,0
2011,12,30,9,70,-1,1,84,0,1,0,0,0
2011,12,30,10,70,0,5,81,0,0,0,0,0
2011,12,30,11,70,-1,7,79,0,1,0,0,0
2011,12,30,12,60,-1,3,77,0,1,0,0,0
2011,12,30,13,60,1,6,75,0,1,0,0,0
2011,12,30,14,60,0,3,82,0,0,0,0,0
2011,12,30,15,50,0,0,81,0,0,0,0,0
2011,12,30,16,40,0,1,86,0,0,0,0,0
2011,12,30,17,30,0,7,86,0,0,0,0,0
2011,12,30,18,30,0,8,90,0,0,0,0,0
2011,12,30,19,20,0,8,89,0,0,0,0,0
2011,12,30,20,20,0,7,84,0,0,0,0,0
2011,12,30,21,30,0,8,85,0,0,0,0,0
2011,12,30,22,50,-1,8,84,0,1,0,0,0
2011,12,30,23,40,5,8,92,0,1,0,0,0
2011,12,30,24,50,7,8,95,0,1,0,0,0
2011,12,31,1,50,1,8,97,0,1,0,0,0
2011,12,31,2,50,4,8,98,0,1,0,0,0
2011,12,31,3,50,2,8,98,0,1,0,0,0
2011,12,31,4,50,1,8,98,0,1,0,0,0
2011,12,31,5,40,5,8,98,0,1,0,0,0
2011,12,31,6,40,2,8,98,0,1,0,0,0
2011,12,31,7,40,7,8,98,0,1,0,0,0
2011,12,31,8,50,2,8,97,0,1,0,0,0
2011,12,31,9,60,-1,8,97,0,1,0,0,0
2011,12,31,10,60,1,8,95,0,1,0,0,0
2011,12,31,11,60,2,8,98,0,1,0,0,0
2011,12,31,12,50,-1,8,97,0,1,0,0,0
2011,12,31,13,50,0,8,94,0,0,0,0,0
2011,12,31,14,60,0,8,96,0,0,0,0,0
2011,12,31,15,60,0,8,95,0,0,0,0,0
2011,12,31,16,60,0,8,94,0,0,0,0,0
2011,12,31,17,60,0,8,92,0,0,0,0,0
2011,12,31,18,60,0,8,97,0,0,0,0,0
2011,12,31,19,50,0,8,95,0,0,0,0,0
2011,12,31,20,60,0,8,92,0,0,0,0,0
2011,12,31,21,60,0,8,91,0,0,0,0,0
2011,12,31,22,60,0,8,95,0,0,0,0,0
2011,12,31,23,60,0,8,97,0,0,0,0,0
2011,12,31,24,80,0,8,98,0,0,0,0,0
2012,1,1,1,90,-1,8,98,0,1,0,0,0
2012,1,1,2,80,-1,8,97,0,1,0,0,0
2012,1,1,3,80,16,8,97,0,1,0,0,0
2012,1,1,4,90,9,8,97,0,1,0,0,0
2012,1,1,5,90,8,8,96,0,1,0,0,0
2012,1,1,6,90,0,8,96,0,0,0,0,0
2012,1,1,7,90,0,8,96,0,0,0,0,0
2012,1,1,8,90,0,8,97,0,0,0,0,0
2012,1,1,9,80,0,8,96,0,0,0,0,0
2012,1,1,10,80,0,7,94,0,0,0,0,0
2012,1,1,11,80,-1,8,97,0,1,0,0,0
2012,1,1,12,70,1,8,96,0,1,0,0,0
2012,1,1,13,80,0,8,92,0,0,0,0,0
2012,1,1,14,60,0,8,93,0,0,0,0,0
2012,1,1,15,60,5,8,96,0,1,0,0,0
2012,1,1,16,60,7,8,97,0,1,0,0,0
2012,1,1,17,70,28,8,96,0,1,0,0,0
2012,1,1,18,80,20,8,96,0,1,0,0,0
2012,1,1,19,90,6,8,93,0,1,0,0,0
2012,1,1,20,90,26,8,94,0,1,0,0,0
2012,1,1,21,90,59,8,94,0,1,0,0,0
2012,1,1,22,70,12,8,96,0,1,0,0,0
2012,1,1,23,60,9,8,95,0,1,0,0,0
2012,1,1,24,70,1,8,95,0,1,0,0,0
2012,1,2,1,70,0,8,92,0,0,0,0,0
2012,1,2,2,70,0,8,92,0,0,0,0,0
2012,1,2,3,60,0,8,91,0,0,0,0,0
