ID,Dag,Maand,Jaar,Dagsoort,Begintijd,Eindtijd,Plaats,District,Wijk,Buurt,Subbuurt,Straat,Postcode,Poging,Opgelost,SOGeslacht
2011237445-1,10,08,2011,WO,12:30,14:00,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,2-2,WITTE VAN HAEMSTEDESTR,3021SW,Bewolking,J,v
2011237591-1,10,08,2011,WO,16:00,16:00,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARKWEG,3084BB,J,J,v
2011237670-1,10,08,2011,WO,16:50,16:55,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,0-0,STIELTJESSTRAAT,3071JX,Bewolking,Bewolking,v
2011238327-1,10,08,2011,WO,20:00,20:00,POORTUGAAL,DISTRICT 10,3-BUITEN BEBOUWDE KOM,1-NOORD,0-NOORD,HOFHOEK,3176PD,Bewolking,Bewolking,m
2011242020-1,10,08,2011,WO,12:55,12:55,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,GROENE HILLEDIJK,3075EC,Bewolking,Bewolking,v
2011238026-1,11,08,2011,DO,3:30,3:30,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,1-1,WEST-KRUISKADE,3014AK,Bewolking,J,m
2011238793-1,11,08,2011,DO,8:00,8:00,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,0-0,WEVERSHOEKSTRAAT,3083CZ,Bewolking,Bewolking,m
2011239877-1,12,08,2011,VR,18:20,18:20,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,0-S-GRAVENLAND OOST,2-'S-GRAVENLAND BOUWTERRE,ABRAM VAN RIJCKEVORSELWG,,Bewolking,J,m
2011241945-1,12,08,2011,VR,21:00,21:15,CAPELLE AAN DEN IJSSEL,DISTRICT 6,6-MIDDELWATERING OOST,5-CAPELLE CENTRUM,5-CAPELLE CENTRUM,CENTRUMPASSAGE,2903HD,Bewolking,Bewolking,m
2011246052-1,12,08,2011,VR,18:20,18:20,CAPELLE AAN DEN IJSSEL,DISTRICT 6,8-OOSTGAARDE NOORD,1-HOEKENBUURT,1-HOEKENBUURT,ABRAM VAN RIJCKEVORSELWG,,Bewolking,Bewolking,m
2011365756-1,12,08,2011,DO,0:00,0:05,ROTTERDAM,DISTRICT 5,1-Jan,6-PROVENIERSWIJK,0-0,HARDDRAVERSTRAAT,3033XL,Bewolking,Bewolking,v
